id,date,amount,merchant,merchant_clean,reference,currency,source
L2460,2025-11-08,2497.0,IRCTC,irctc,6DUGRU2WB9,INR,ledger
L2461,2025-10-09,498.0,Spotify,spotify,ZD0136NNMB,INR,ledger
L2462,2025-10-05,2519.0,MakeMyTrip,makemytrip,1GMJRTO8LG,INR,ledger
L2463,2025-10-05,5001.0,Paytm Mall,paytm mall,821PX9XGNK,INR,ledger
L2464,2025-11-10,9997.0,Reliance Mart,reliance mart,E06K1EKQS1,INR,ledger
L2465,2025-11-09,25014.0,MakeMyTrip,makemytrip,7JGFYP8ZTE,INR,ledger
L2466,2025-10-27,189.0,Paytm Mall,paytm mall,8PBZRNQYCI,INR,ledger
L2467,2025-11-01,314.0,Amazon India,amazon,G9II3010EX,INR,ledger
L2468,2025-10-03,24981.0,Apple Store,apple store,X42HPZ67SY,INR,ledger
L2469,2025-10-09,517.0,Netflix,netflix,EUMBYM55CJ,INR,ledger
L2470,2025-10-22,2496.0,Reliance Mart,reliance mart,EQ7V2EYE35,INR,ledger
L2471,2025-11-28,1000.0,BigBasket,bigbasket,UXU3M9DCWO,INR,ledger
L2472,2025-11-01,14981.0,Ola,ola,MJSMDDMOOW,INR,ledger
L2473,2025-11-29,2495.0,DMart,dmart,45Y4YAGR5X,INR,ledger
L2474,2025-10-01,24980.0,IndiGo,indigo,38ZMBB8FCX,INR,ledger
L2475,2025-11-03,812.0,BookMyShow,bookmyshow,XQXQDGIUK5,INR,ledger
L2476,2025-11-07,212.0,Paytm Mall,paytm mall,2OW9ABDUYC,INR,ledger
L2477,2025-11-03,314.0,Myntra,myntra,DTCBMWEDZF,INR,ledger
L2478,2025-11-22,24998.0,Ola,ola,P90TS0XGL0,INR,ledger
L2479,2025-10-02,803.0,Netflix,netflix,7JXAIQ6WQE,INR,ledger
L2480,2025-11-08,15000.0,Paytm Mall,paytm mall,6G70CCE125,INR,ledger
L2481,2025-11-29,24982.0,Amazon India,amazon,TUW3I2LIJU,INR,ledger
L2482,2025-10-10,9992.0,Spotify,spotify,OOLVGDSYA2,INR,ledger
L2483,2025-11-28,5014.0,Paytm Mall,paytm mall,1FFSX0IYFC,INR,ledger
L2484,2025-10-20,2517.0,Air India,air,UNACTI9IV8,INR,ledger
L2485,2025-11-01,15008.0,Myntra,myntra,CSL6V34DQ7,INR,ledger
L2486,2025-10-31,180.0,Ola,ola,YLMFB9VCCT,INR,ledger
L2487,2025-11-25,10018.0,Amazon India,amazon,67EHU0ZXBG,INR,ledger
L2488,2025-11-24,1499.0,MakeMyTrip,makemytrip,LNWWTBJUTF,INR,ledger
L2489,2025-10-14,2486.0,Paytm Mall,paytm mall,6AE50TKVD7,INR,ledger
L2490,2025-10-13,1493.0,Flipkart,flipkart,HGCDIXR0LW,INR,ledger
L2491,2025-11-29,15016.0,Spotify,spotify,452KSNUXKB,INR,ledger
L2492,2025-10-28,25003.0,Reliance Mart,reliance mart,NTGMI0XM2M,INR,ledger
L2493,2025-10-07,797.0,IRCTC,irctc,D0EVR6EIAY,INR,ledger
L2494,2025-11-19,1005.0,Swiggy,swiggy,TLKFM1LYTV,INR,ledger
L2495,2025-11-15,293.0,Uber,uber,ZR8GMOLKAQ,INR,ledger
L2496,2025-11-23,316.0,Apple Store,apple store,SS13HD5S7G,INR,ledger
L2497,2025-10-02,515.0,Swiggy,swiggy,E3ETVMXEU4,INR,ledger
L2498,2025-11-11,10015.0,Swiggy,swiggy,OG6TPTOQ0T,INR,ledger
L2499,2025-11-20,282.0,Netflix,netflix,OED6O3KXSE,INR,ledger
L2500,2025-11-13,24990.0,Paytm Mall,paytm mall,9DJF3LESXU,INR,ledger
L2501,2025-10-11,10009.0,BigBasket,bigbasket,Y0XRJWKP7C,INR,ledger
L2502,2025-11-15,10001.0,IndiGo,indigo,E2QXR1WYMD,INR,ledger
L2503,2025-11-19,485.0,MakeMyTrip,makemytrip,VGOJ23737J,INR,ledger
L2504,2025-10-13,24980.0,Amazon India,amazon,QV199GFJMY,INR,ledger
L2505,2025-11-13,304.0,Apple Store,apple store,D65Z06I5SM,INR,ledger
L2506,2025-10-16,1492.0,Spotify,spotify,7LLR28W5QK,INR,ledger
L2507,2025-10-03,509.0,Air India,air,1WYRZ336RI,INR,ledger
L2508,2025-11-22,207.0,Air India,air,6K2SPXHT3B,INR,ledger
L2509,2025-10-20,318.0,Spotify,spotify,6LTK2PH2LW,INR,ledger
L2510,2025-11-05,501.0,Swiggy,swiggy,ZAB5YCAPRB,INR,ledger
L2511,2025-11-18,4987.0,BookMyShow,bookmyshow,0W7GIX7244,INR,ledger
L2512,2025-10-01,298.0,IndiGo,indigo,PW4BTYMIX9,INR,ledger
L2513,2025-10-15,14983.0,Uber,uber,DUC3RZDFFP,INR,ledger
L2514,2025-10-24,1498.0,BookMyShow,bookmyshow,SL0GZRXKNN,INR,ledger
L2515,2025-11-16,817.0,Zomato,zomato,NM8R8762QG,INR,ledger
L2516,2025-11-02,983.0,Myntra,myntra,J8C992A6UN,INR,ledger
L2517,2025-10-04,1009.0,Myntra,myntra,2Y1BXDDGC7,INR,ledger
L2518,2025-10-27,1012.0,Google Play,google play,931GGAIF9I,INR,ledger
L2519,2025-11-14,25010.0,Netflix,netflix,TIWF7R84OH,INR,ledger
L2520,2025-11-11,304.0,MakeMyTrip,makemytrip,L6MD7AT0V7,INR,ledger
L2521,2025-11-16,1493.0,Flipkart,flipkart,ESB5KY5FTE,INR,ledger
L2522,2025-11-25,1497.0,Google Play,google play,LPAS26CX7F,INR,ledger
L2523,2025-10-23,9980.0,Ola,ola,5WPHW8KEKP,INR,ledger
L2524,2025-10-12,810.0,Reliance Mart,reliance mart,RPWL9X502S,INR,ledger
L2525,2025-10-17,2494.0,IRCTC,irctc,MBQW9HSPFU,INR,ledger
L2526,2025-11-03,10006.0,Ola,ola,0ODORM3TT7,INR,ledger
L2527,2025-11-21,9986.0,MakeMyTrip,makemytrip,04R3FEHWAD,INR,ledger
L2528,2025-11-18,312.0,BookMyShow,bookmyshow,MSL9JZ0HKI,INR,ledger
L2529,2025-11-25,15008.0,BigBasket,bigbasket,F5H0RW6ESH,INR,ledger
L2530,2025-11-11,4994.0,Spotify,spotify,R4BUTETEPM,INR,ledger
L2531,2025-10-18,807.0,MakeMyTrip,makemytrip,NZIY8VCD95,INR,ledger
L2532,2025-10-17,1481.0,Ola,ola,RVUBVUFDXA,INR,ledger
L2533,2025-10-04,781.0,IRCTC,irctc,NAMPQ3H8TD,INR,ledger
L2534,2025-10-04,999.0,Google Play,google play,ZQUNA6N45K,INR,ledger
L2535,2025-11-17,292.0,Air India,air,XL7WWBF91Z,INR,ledger
L2536,2025-11-05,202.0,BigBasket,bigbasket,RHMSZ7WSWQ,INR,ledger
L2537,2025-11-26,24996.0,Ola,ola,27VGESG0CN,INR,ledger
L2538,2025-10-20,14995.0,Uber,uber,ZCAW8369OB,INR,ledger
L2539,2025-10-09,1492.0,Ola,ola,JWUH3WDDTA,INR,ledger
L2540,2025-11-11,2511.0,IRCTC,irctc,ZCNY53I95C,INR,ledger
L2541,2025-11-21,813.0,Ola,ola,MFKKN8AD51,INR,ledger
L2542,2025-11-12,514.0,BookMyShow,bookmyshow,1A39C056QW,INR,ledger
L2543,2025-11-11,783.0,DMart,dmart,AEGOPAIV98,INR,ledger
L2544,2025-11-17,1511.0,BookMyShow,bookmyshow,IH10UUF3FU,INR,ledger
L2545,2025-11-24,789.0,Netflix,netflix,9QTLN6AKBF,INR,ledger
L2546,2025-11-11,14981.0,Apple Store,apple store,21Q2QL1FGK,INR,ledger
L2547,2025-10-04,805.0,Spotify,spotify,CRH9X3S3NP,INR,ledger
L2548,2025-11-08,5006.0,Swiggy,swiggy,2W7RBEAJ0T,INR,ledger
L2549,2025-11-22,213.0,Myntra,myntra,WD486USEY0,INR,ledger
L2550,2025-11-24,24989.0,Apple Store,apple store,9IJEBC3ZE6,INR,ledger
L2551,2025-10-26,9979.0,BigBasket,bigbasket,AJ3VD5Y44X,INR,ledger
L2552,2025-11-10,1005.0,Ola,ola,TY3VWUBQSO,INR,ledger
L2553,2025-11-12,506.0,Netflix,netflix,7HXQI9B5GJ,INR,ledger
L2554,2025-11-29,799.0,Flipkart,flipkart,8IIR8VNQQY,INR,ledger
L2555,2025-11-04,15009.0,IndiGo,indigo,W5T43RG588,INR,ledger
L2556,2025-10-05,480.0,MakeMyTrip,makemytrip,SDC9DB04IC,INR,ledger
L2557,2025-10-26,1512.0,Spotify,spotify,1TKNG2FAK9,INR,ledger
L2558,2025-11-26,14994.0,Google Play,google play,5B7GUJCJJK,INR,ledger
L2559,2025-10-31,2487.0,Reliance Mart,reliance mart,PTLVR995DR,INR,ledger
L2560,2025-10-26,24980.0,Netflix,netflix,6DN3HAO42X,INR,ledger
L2561,2025-11-19,25004.0,BigBasket,bigbasket,I3HF6NEGJG,INR,ledger
L2562,2025-10-21,196.0,Apple Store,apple store,INYXFBCYH4,INR,ledger
L2563,2025-10-20,310.0,Paytm Mall,paytm mall,ZAP6DPE76M,INR,ledger
L2564,2025-11-11,204.0,BookMyShow,bookmyshow,J0WA1WXWGD,INR,ledger
L2565,2025-10-12,14984.0,Spotify,spotify,EKSLZFMD6E,INR,ledger
L2566,2025-11-20,807.0,Ola,ola,OB31JKHI7V,INR,ledger
L2567,2025-11-11,4983.0,Ola,ola,TJBYO5FG4A,INR,ledger
L2568,2025-11-11,9990.0,Netflix,netflix,LPB1AKYBWR,INR,ledger
L2569,2025-11-10,2508.0,BookMyShow,bookmyshow,9LWA3BQMNE,INR,ledger
L2570,2025-10-22,1007.0,MakeMyTrip,makemytrip,4JCLNPE9MR,INR,ledger
L2571,2025-11-24,2502.0,BigBasket,bigbasket,WM4QE8FS2T,INR,ledger
L2572,2025-11-03,10013.0,Reliance Mart,reliance mart,2QP6VEPPEI,INR,ledger
L2573,2025-10-21,24985.0,Swiggy,swiggy,FVAAKZH3U2,INR,ledger
L2574,2025-11-17,1002.0,Myntra,myntra,37AECAXBDL,INR,ledger
L2575,2025-10-26,5014.0,Zomato,zomato,BWB5HHJXFJ,INR,ledger
L2576,2025-10-26,203.0,Myntra,myntra,FYVI6KAB98,INR,ledger
L2577,2025-11-10,2515.0,Swiggy,swiggy,LGDT8J4M3S,INR,ledger
L2578,2025-11-04,281.0,Zomato,zomato,NESSDTC1V9,INR,ledger
L2579,2025-10-24,5011.0,Flipkart,flipkart,Z9V60ODCBH,INR,ledger
L2580,2025-10-19,1514.0,IndiGo,indigo,X4276I0A9U,INR,ledger
L2581,2025-11-18,500.0,BigBasket,bigbasket,KIDWSTYV1Z,INR,ledger
L2582,2025-10-28,802.0,Reliance Mart,reliance mart,IBTLN8QL8N,INR,ledger
L2583,2025-11-20,9989.0,MakeMyTrip,makemytrip,ECSDEOPEVJ,INR,ledger
L2584,2025-11-10,317.0,Flipkart,flipkart,HVFOFVC3H0,INR,ledger
L2585,2025-11-18,1500.0,Google Play,google play,4YXDZHIK41,INR,ledger
L2586,2025-11-09,14987.0,Amazon India,amazon,GSU2MG07FV,INR,ledger
L2587,2025-10-11,1512.0,Uber,uber,EH1ZHKEF6C,INR,ledger
L2588,2025-10-12,2481.0,Air India,air,703LUSLTB6,INR,ledger
L2589,2025-11-18,794.0,Reliance Mart,reliance mart,Q119IWI1MV,INR,ledger
L2590,2025-10-29,24981.0,Swiggy,swiggy,XOFIJ0254M,INR,ledger
L2591,2025-11-12,809.0,Spotify,spotify,53T2OTN3DB,INR,ledger
L2592,2025-11-14,10002.0,IRCTC,irctc,AFJ7JQ322Z,INR,ledger
L2593,2025-10-01,2514.0,MakeMyTrip,makemytrip,NWG315QBWT,INR,ledger
L2594,2025-10-29,2480.0,Air India,air,C9UMYNTS45,INR,ledger
L2595,2025-11-05,24992.0,Netflix,netflix,MGAKND271E,INR,ledger
L2596,2025-11-05,24999.0,Zomato,zomato,7P6Y39BEYO,INR,ledger
L2597,2025-10-11,802.0,Zomato,zomato,KG18M5M72C,INR,ledger
L2598,2025-10-07,9980.0,Ola,ola,8CDDOAFSTU,INR,ledger
L2599,2025-11-30,14986.0,Air India,air,ACYJQQO1H4,INR,ledger
L2600,2025-10-23,186.0,MakeMyTrip,makemytrip,B6TDUGUXMG,INR,ledger
L2601,2025-10-07,24994.0,Paytm Mall,paytm mall,C5A1TCL139,INR,ledger
L2602,2025-11-17,1015.0,Paytm Mall,paytm mall,4C3UEZ75GT,INR,ledger
L2603,2025-11-02,15003.0,Uber,uber,BMFUA9C24N,INR,ledger
L2604,2025-11-28,993.0,Swiggy,swiggy,I3YF161Q5M,INR,ledger
L2605,2025-11-12,512.0,Apple Store,apple store,K5B72R42VM,INR,ledger
L2606,2025-11-12,9994.0,Zomato,zomato,PWZMV0R18B,INR,ledger
L2607,2025-11-05,217.0,Apple Store,apple store,MNIO1FEG0N,INR,ledger
L2608,2025-11-22,208.0,Google Play,google play,Z2Z51QHY5Z,INR,ledger
L2609,2025-11-24,180.0,DMart,dmart,9WWX77CEHP,INR,ledger
L2610,2025-10-13,14986.0,MakeMyTrip,makemytrip,SH0GXLOIKT,INR,ledger
L2611,2025-11-21,798.0,Apple Store,apple store,UEPG0KNU7B,INR,ledger
L2612,2025-11-10,298.0,Amazon India,amazon,W2UKUDOTAC,INR,ledger
L2613,2025-11-03,10015.0,Netflix,netflix,2JRRW6EQV0,INR,ledger
L2614,2025-11-25,286.0,Reliance Mart,reliance mart,LZ9GHKBZQ9,INR,ledger
L2615,2025-11-04,4998.0,Myntra,myntra,LD6PP3FLH7,INR,ledger
L2616,2025-11-19,513.0,Amazon India,amazon,3KEDC5RX3K,INR,ledger
L2617,2025-11-28,1512.0,BigBasket,bigbasket,C5HRS8ZKFC,INR,ledger
L2618,2025-11-12,5006.0,IndiGo,indigo,H18WWO74IT,INR,ledger
L2619,2025-10-20,24980.0,DMart,dmart,T7S4XCDL8J,INR,ledger
L2620,2025-10-25,219.0,Zomato,zomato,5Y0HT0VQT3,INR,ledger
L2621,2025-11-29,4986.0,Netflix,netflix,PV5JV1VUGA,INR,ledger
L2622,2025-11-01,10012.0,Swiggy,swiggy,2L7W4UC7KC,INR,ledger
L2623,2025-11-15,14997.0,Spotify,spotify,HVTJFXIKXP,INR,ledger
L2624,2025-10-13,282.0,BigBasket,bigbasket,C5T7FO9W7W,INR,ledger
L2625,2025-11-09,1506.0,IndiGo,indigo,S1MY0F6FYQ,INR,ledger
L2626,2025-11-25,10017.0,BigBasket,bigbasket,DL3UULW0ZP,INR,ledger
L2627,2025-10-24,14997.0,Ola,ola,6AW9MPJWSZ,INR,ledger
L2628,2025-10-09,813.0,Swiggy,swiggy,NUPOY0R4V8,INR,ledger
L2629,2025-10-23,513.0,Google Play,google play,0YRY5SPR29,INR,ledger
L2630,2025-11-09,1005.0,Air India,air,59XEZO7NMP,INR,ledger
L2631,2025-11-21,1513.0,Paytm Mall,paytm mall,1KBUU03SQ6,INR,ledger
L2632,2025-11-24,485.0,MakeMyTrip,makemytrip,7S6M7GVMH9,INR,ledger
L2633,2025-11-28,14997.0,Spotify,spotify,SQQKIYHQM8,INR,ledger
L2634,2025-10-09,4980.0,Ola,ola,4CBZB5VZ95,INR,ledger
L2635,2025-10-09,1519.0,Uber,uber,ZC7JZJPMHZ,INR,ledger
L2636,2025-10-01,283.0,MakeMyTrip,makemytrip,DZRRQ1IMVT,INR,ledger
L2637,2025-11-27,9980.0,Reliance Mart,reliance mart,E6IEEM24LI,INR,ledger
L2638,2025-10-21,982.0,Paytm Mall,paytm mall,3X7TF2LGJB,INR,ledger
L2639,2025-11-09,297.0,Apple Store,apple store,XF1OOGX7XB,INR,ledger
L2640,2025-10-13,804.0,Amazon India,amazon,YD1RK7G0QE,INR,ledger
L2641,2025-10-30,304.0,IRCTC,irctc,HHR1R95F6W,INR,ledger
L2642,2025-10-29,819.0,IRCTC,irctc,M9CO1BQ0XN,INR,ledger
L2643,2025-10-29,288.0,Swiggy,swiggy,7X87QKOXY7,INR,ledger
L2644,2025-11-14,498.0,Netflix,netflix,LZQG3YXW0A,INR,ledger
L2645,2025-10-03,1512.0,Myntra,myntra,A5YV2GDQQI,INR,ledger
L2646,2025-11-10,302.0,IndiGo,indigo,9KDWRP4WGE,INR,ledger
L2647,2025-10-17,502.0,Air India,air,XVKFESQFBA,INR,ledger
L2648,2025-11-02,1514.0,Spotify,spotify,581RM9JC9K,INR,ledger
L2649,2025-10-30,182.0,Myntra,myntra,CXVYUWQLXI,INR,ledger
L2650,2025-11-16,1483.0,Netflix,netflix,3RNJDWS9ZW,INR,ledger
L2651,2025-10-24,4983.0,Amazon India,amazon,L2OQ9997ZL,INR,ledger
L2652,2025-11-15,295.0,Air India,air,WWQLWZFX55,INR,ledger
L2653,2025-11-16,1006.0,Ola,ola,ZNARXDCZT5,INR,ledger
L2654,2025-10-26,197.0,Reliance Mart,reliance mart,WKWPBYUHWI,INR,ledger
L2655,2025-11-08,987.0,Ola,ola,OMZGEGPJLM,INR,ledger
L2656,2025-11-21,24979.0,IndiGo,indigo,UNB6ML33T9,INR,ledger
L2657,2025-10-27,14982.0,Swiggy,swiggy,K3E4KJAWS7,INR,ledger
L2658,2025-10-09,2487.0,Amazon India,amazon,2II7APS7ML,INR,ledger
L2659,2025-10-16,24989.0,Air India,air,WLZBVYK9E1,INR,ledger
L2660,2025-11-13,5016.0,Flipkart,flipkart,DBZTC51OIT,INR,ledger
L2661,2025-10-31,804.0,BookMyShow,bookmyshow,N385ZTYCOI,INR,ledger
L2662,2025-10-29,1511.0,IRCTC,irctc,OMMLS30ZGP,INR,ledger
L2663,2025-10-19,4984.0,IRCTC,irctc,R7JZF9TUYE,INR,ledger
L2664,2025-11-30,14998.0,Myntra,myntra,AJ7BRSMOPM,INR,ledger
L2665,2025-11-27,186.0,DMart,dmart,26HSWUIZ9N,INR,ledger
L2666,2025-10-14,9985.0,Apple Store,apple store,QJM1D9Y0HL,INR,ledger
L2667,2025-10-16,1005.0,Zomato,zomato,OO8FKZBR99,INR,ledger
L2668,2025-10-03,4994.0,Zomato,zomato,1K917V7G4U,INR,ledger
L2669,2025-11-17,785.0,Swiggy,swiggy,NBP9S1JNG3,INR,ledger
L2670,2025-11-05,9986.0,Uber,uber,KH11LHIFLZ,INR,ledger
L2671,2025-10-26,519.0,Google Play,google play,DP8J8QAVO9,INR,ledger
L2672,2025-11-15,1001.0,Paytm Mall,paytm mall,JJ7W1CZMTS,INR,ledger
L2673,2025-10-15,998.0,Spotify,spotify,05YVDVFCKV,INR,ledger
L2674,2025-11-13,1011.0,IndiGo,indigo,4XXE26HZ0L,INR,ledger
L2675,2025-10-23,303.0,Air India,air,OAU4WHJ3YJ,INR,ledger
L2676,2025-10-19,24991.0,Flipkart,flipkart,WDF835K9UX,INR,ledger
L2677,2025-10-22,14980.0,Reliance Mart,reliance mart,L376YZO2H0,INR,ledger
L2678,2025-11-12,2486.0,Spotify,spotify,7OJF3T942J,INR,ledger
L2679,2025-10-01,14986.0,Spotify,spotify,R1CLFYFA35,INR,ledger
L2680,2025-11-30,10001.0,Reliance Mart,reliance mart,UK0S21BHC8,INR,ledger
L2681,2025-10-01,201.0,Myntra,myntra,9HR9JQH9MC,INR,ledger
L2682,2025-10-05,780.0,DMart,dmart,5LASD6K46S,INR,ledger
L2683,2025-11-30,513.0,Flipkart,flipkart,9YOC7LGOE9,INR,ledger
L2684,2025-10-29,505.0,BigBasket,bigbasket,LUKXV6VBIC,INR,ledger
L2685,2025-11-11,307.0,BookMyShow,bookmyshow,M2TU1FN2LX,INR,ledger
L2686,2025-10-20,307.0,IndiGo,indigo,3IS7YH4B49,INR,ledger
L2687,2025-11-23,1515.0,IRCTC,irctc,AEX436A4HU,INR,ledger
L2688,2025-10-27,1480.0,Paytm Mall,paytm mall,YDNLAIRRW5,INR,ledger
L2689,2025-10-16,1479.0,Reliance Mart,reliance mart,79PXG7NPD0,INR,ledger
L2690,2025-10-14,1482.0,Flipkart,flipkart,5Q3AZB6JRL,INR,ledger
L2691,2025-11-16,1501.0,Paytm Mall,paytm mall,WY1BRL50FS,INR,ledger
L2692,2025-10-26,15018.0,Swiggy,swiggy,WP7EIWSTCH,INR,ledger
L2693,2025-11-23,519.0,Apple Store,apple store,N0XN6ZX5K9,INR,ledger
L2694,2025-10-10,14988.0,Zomato,zomato,M3PJDES3TI,INR,ledger
L2695,2025-11-20,808.0,Swiggy,swiggy,X8LOTV19W0,INR,ledger
L2696,2025-10-04,199.0,Swiggy,swiggy,D1ZE5QHM3G,INR,ledger
L2697,2025-11-29,5007.0,Paytm Mall,paytm mall,93NJEOJM8X,INR,ledger
L2698,2025-10-08,14991.0,Netflix,netflix,S653NAES6G,INR,ledger
L2699,2025-10-12,179.0,Spotify,spotify,HL0CXFV8VL,INR,ledger
L2700,2025-11-04,1498.0,IRCTC,irctc,R771WGGGIJ,INR,ledger
L2701,2025-10-20,989.0,Paytm Mall,paytm mall,R1HWOGHDQ4,INR,ledger
L2702,2025-11-23,986.0,Uber,uber,IULCXXAXOT,INR,ledger
L2703,2025-11-10,24985.0,Netflix,netflix,A0HRLTJ21V,INR,ledger
L2704,2025-11-09,985.0,Paytm Mall,paytm mall,OGEBEJEB4A,INR,ledger
L2705,2025-11-30,305.0,Swiggy,swiggy,AWAS4ILTFT,INR,ledger
L2706,2025-11-08,1511.0,Reliance Mart,reliance mart,12133BWLA6,INR,ledger
L2707,2025-10-22,14992.0,Zomato,zomato,OBQVIV40BY,INR,ledger
L2708,2025-11-25,9988.0,Netflix,netflix,EMXJLL4RZL,INR,ledger
L2709,2025-11-08,1483.0,BookMyShow,bookmyshow,Q6YSXF00C6,INR,ledger
L2710,2025-11-12,493.0,IndiGo,indigo,ZP9JJ84IXC,INR,ledger
L2711,2025-10-12,490.0,Uber,uber,MRS1LGTX0Y,INR,ledger
L2712,2025-11-07,805.0,Zomato,zomato,SFK2H1VOY7,INR,ledger
L2713,2025-10-27,1017.0,DMart,dmart,97LGXS689R,INR,ledger
L2714,2025-11-05,4989.0,MakeMyTrip,makemytrip,3E6S1RQPYZ,INR,ledger
L2715,2025-10-19,313.0,Air India,air,IYEWO2G4L7,INR,ledger
L2716,2025-10-19,24979.0,Swiggy,swiggy,M3OZRO2OII,INR,ledger
L2717,2025-10-28,300.0,Swiggy,swiggy,399UECCLP2,INR,ledger
L2718,2025-10-29,806.0,Zomato,zomato,F4WTF7KFDV,INR,ledger
L2719,2025-10-16,24989.0,Ola,ola,QS391ANDXK,INR,ledger
L2720,2025-11-20,1516.0,IRCTC,irctc,E6O504VLIZ,INR,ledger
L2721,2025-10-15,992.0,IRCTC,irctc,AT77SAPFG1,INR,ledger
L2722,2025-11-07,2496.0,MakeMyTrip,makemytrip,DPY056HBRY,INR,ledger
L2723,2025-11-28,190.0,Uber,uber,F58D72HHB0,INR,ledger
L2724,2025-10-28,5017.0,Reliance Mart,reliance mart,K9OPKFIKZI,INR,ledger
L2725,2025-10-27,301.0,IndiGo,indigo,6Y47M9UPSK,INR,ledger
L2726,2025-10-15,9993.0,Spotify,spotify,KO3LZIZFXF,INR,ledger
L2727,2025-10-29,14995.0,Google Play,google play,K1LNYF0RSK,INR,ledger
L2728,2025-11-23,4994.0,Swiggy,swiggy,0F5X4GO79Y,INR,ledger
L2729,2025-10-04,2512.0,Myntra,myntra,PTPGC8YWOB,INR,ledger
L2730,2025-11-22,207.0,Google Play,google play,UVX0WBBYV9,INR,ledger
L2731,2025-11-09,25003.0,BookMyShow,bookmyshow,EG9MB9ELWM,INR,ledger
L2732,2025-11-22,311.0,Paytm Mall,paytm mall,1980H06TOI,INR,ledger
L2733,2025-11-11,2500.0,Netflix,netflix,XAQQ5V49HB,INR,ledger
L2734,2025-11-25,182.0,BookMyShow,bookmyshow,6XZH8Y9CZN,INR,ledger
L2735,2025-10-15,4984.0,Amazon India,amazon,V19O9LFYMP,INR,ledger
L2736,2025-10-24,4986.0,MakeMyTrip,makemytrip,AAXCJKE2LC,INR,ledger
L2737,2025-11-11,25004.0,Spotify,spotify,CSROE6DUOT,INR,ledger
L2738,2025-11-26,4991.0,Myntra,myntra,UC2HCLVPZ3,INR,ledger
L2739,2025-11-28,519.0,IRCTC,irctc,EDDHSNARJT,INR,ledger
L2740,2025-10-12,9980.0,BigBasket,bigbasket,81LHCD9V9Q,INR,ledger
L2741,2025-11-14,1501.0,Apple Store,apple store,C8V495PIBG,INR,ledger
L2742,2025-10-11,486.0,Air India,air,WJB5MV4GKQ,INR,ledger
L2743,2025-10-01,497.0,Google Play,google play,P9E0TFM8YF,INR,ledger
L2744,2025-10-12,1006.0,Amazon India,amazon,WNZCCIWXPZ,INR,ledger
L2745,2025-10-16,509.0,IRCTC,irctc,2XUQP3QTQF,INR,ledger
L2746,2025-11-13,990.0,Apple Store,apple store,S0KWAFXKQW,INR,ledger
L2747,2025-10-20,1501.0,Uber,uber,MYS9ZZSK0W,INR,ledger
L2748,2025-11-27,1514.0,Amazon India,amazon,JEL61OFGJA,INR,ledger
L2749,2025-11-04,24996.0,Swiggy,swiggy,YEFUQ0RDJ7,INR,ledger
L2750,2025-11-21,289.0,BigBasket,bigbasket,MV94GVFKTF,INR,ledger
L2751,2025-11-20,496.0,Reliance Mart,reliance mart,8F66XKUL5X,INR,ledger
L2752,2025-10-23,286.0,IndiGo,indigo,3CEMCDUKO2,INR,ledger
L2753,2025-11-23,24988.0,Ola,ola,MFOW5AO226,INR,ledger
L2754,2025-11-10,24992.0,BigBasket,bigbasket,98KWXH8C2M,INR,ledger
L2755,2025-11-05,2485.0,Google Play,google play,0INONPZKXJ,INR,ledger
L2756,2025-11-21,301.0,Zomato,zomato,RZETQIBUIJ,INR,ledger
L2757,2025-10-23,15009.0,Amazon India,amazon,NWJNBE9TKF,INR,ledger
L2758,2025-11-05,25006.0,IRCTC,irctc,J92495GLMJ,INR,ledger
L2759,2025-11-19,2483.0,Zomato,zomato,LDON5FH94J,INR,ledger
L2760,2025-10-25,301.0,BookMyShow,bookmyshow,NGMJ3AJNYL,INR,ledger
L2761,2025-10-02,198.0,BookMyShow,bookmyshow,OM5VKCTZWR,INR,ledger
L2762,2025-11-30,201.0,Paytm Mall,paytm mall,ZX4FC98MJ5,INR,ledger
L2763,2025-10-12,193.0,Apple Store,apple store,9TTA86A3V3,INR,ledger
L2764,2025-11-14,300.0,Amazon India,amazon,NTXY6EK12Y,INR,ledger
L2765,2025-11-23,981.0,BigBasket,bigbasket,15RP688KVT,INR,ledger
L2766,2025-11-04,292.0,Amazon India,amazon,S8WGEJXPMP,INR,ledger
L2767,2025-11-27,785.0,Myntra,myntra,UGGYKKC26O,INR,ledger
L2768,2025-10-23,197.0,IndiGo,indigo,X1T4U9IGZZ,INR,ledger
L2769,2025-10-20,804.0,Air India,air,EA9H1WTUK5,INR,ledger
L2770,2025-11-29,202.0,Paytm Mall,paytm mall,ZRZI7VLAE4,INR,ledger
L2771,2025-10-30,4987.0,Netflix,netflix,MSKG2CQ8J7,INR,ledger
L2772,2025-10-14,15004.0,Reliance Mart,reliance mart,G6OO9MBBSS,INR,ledger
L2773,2025-10-05,2497.0,Zomato,zomato,Z5V01XDE5V,INR,ledger
L2774,2025-10-31,202.0,Ola,ola,2KYM1CL0T8,INR,ledger
L2775,2025-11-12,184.0,Amazon India,amazon,XM6T7NDCCC,INR,ledger
L2776,2025-10-12,25014.0,MakeMyTrip,makemytrip,8NNX3KJJQR,INR,ledger
L2777,2025-11-27,196.0,Zomato,zomato,UDK53SEMCC,INR,ledger
L2778,2025-11-17,4985.0,Amazon India,amazon,M7J3HE3IC6,INR,ledger
L2779,2025-10-06,218.0,Flipkart,flipkart,N1MS4GJWSB,INR,ledger
