stmt_ref,booking_date,tx_val,description,ext_memo,unit
B2719,16-Nov-2025,"₹ 5,006.00",GOOGLEPLAY CORP,,INR
B2720,10/31/25,₹ 310.00,RELIANCE.MART-INC,JA36340MZG,INR
B2721,02/11/2025,₹ 200.00,AMAZON.INDIA *0912,XCZVQDV0HW,INR
B2722,02/10/2025,₹ 994.00,MYNTRA *0912,,INR
B2723,08/10/2025,"₹ 5,017.00",IRCTC_LTD,68CF0Y19Q1,INR
B2724,10-Nov-2025,₹ 775.00,DMART-INC,AEGOPAIV98,INR
B2725,2025.10.24,"₹ 10,002.00",IRCTC-INC,ENWHX4ACW9,INR
B2726,25/11/2025,₹ 294.00,APPLE STORE INDIA/ONLINE,4NMHV6SNEJ,INR
B2727,11-Nov-2025,"₹ 2,500.00",APPLE STORE INDIA/ONLINE,NRUJWFJDR9,INR
B2728,14/10/2025,"₹ 4,992.00",APPLE POS-TRANS,S1X752T4YV,INR
B2729,06/11/2025,"₹ 1,002.00",PAYTMMALL CORP,5B3QXE05FO,INR
B2730,11/10/2025,₹ 209.00,DMART INDIA-INC,FUJ50V6CTD,INR
B2731,24-Oct-2025,"₹ 25,003.00",GOOGLE PLAY/ONLINE,3MBECYWSZ8,INR
B2732,2025.10.22,₹ 811.00,PAYTMMALL *0912,E4ELGFP18I,INR
B2733,01/11/2025,"₹ 2,504.00",ZOMATO_LTD,W25DOMZC38,INR
B2734,11/24/25,₹ 313.00,APPLE.STORE *0912,SS13HD5S7G,INR
B2735,01/10/2025,"₹ 1,501.00",OLA POS-TRANS,HUC4VBY4TW,INR
B2736,21/11/2025,"₹ 5,018.00",IRCTC POS-TRANS,I1A2HPDGWT,INR
B2737,2025.11.09,"₹ 1,497.00",SWIGGY CORP,B7DVLO4VIF,INR
B2738,03/11/2025,"₹ 1,498.00",INDIGO-INC,F8WNTA0ZJN,INR
B2739,13/11/2025,₹ 298.00,AMAZON_LTD,NTXY6EK12Y,INR
B2740,2025.11.02,₹ 507.00,NETFLIX CORP,,INR
B2741,02-Nov-2025,₹ 310.00,AMAZONINDIA-INC,G9II3010EX,INR
B2742,2025.10.21,"₹ 9,990.00",SPOTIFY/ONLINE,STXJX7AY0W,INR
B2743,2025.11.12,₹ 296.00,BIGBASKET POS-TRANS,,INR
B2744,11/13/25,"₹ 25,013.00",DMART-INC,EV1IRAXXPQ,INR
B2745,05-Oct-2025,"₹ 1,016.00",AIR INDIA INDIA CORP,V76X1O8QOV,INR
B2746,06-Oct-2025,"₹ 15,010.00",FLIPKART-INC,JZ4S4A615I,INR
B2747,11/10/2025,"₹ 4,987.00",AMAZON INDIA *0912,TK2K6FU0GH,INR
B2748,03/10/2025,₹ 790.00,MAKEMYTRIP *0912,XX3J189MC2,INR
B2749,10/23/25,"₹ 1,497.00",SWIGGY POS-TRANS,RP2OYVUS6H,INR
B2750,2025.10.02,"₹ 1,010.00",MYNTRA-INC,ALLVYV18HS,INR
B2751,02/10/2025,"₹ 4,983.00",SWIGGY_LTD,AUZ2JM1JUO,INR
B2752,09-Oct-2025,₹ 509.00,MAKEMYTRIP CORP,VR6BRCPCSL,INR
B2753,19-Nov-2025,"₹ 25,012.00",INDIGO POS-TRANS,1OPPAB9I8V,INR
B2754,10/11/2025,"₹ 2,488.00",RELIANCE MART_LTD,5YO5CTC0MP,INR
B2755,25/11/2025,"₹ 1,491.00",MYNTRA CORP,7SOVXOH10S,INR
B2756,27-Oct-2025,₹ 179.00,DMART CORP,D8BZDOJVIH,INR
B2757,2025.11.30,"₹ 24,998.00",PAYTM MALL INDIA/ONLINE,RXNRHAX4R2,INR
B2758,30-Oct-2025,"₹ 15,009.00",UBER CORP,ZTNB67EMM1,INR
B2759,11-Oct-2025,"₹ 9,997.00",AIR CORP,4USTRT3TF4,INR
B2760,27/10/2025,"₹ 1,006.00",OLA INDIA-INC,YJYISL9LG2,INR
B2761,11/19/25,"₹ 9,985.00",ZOMATO/ONLINE,IB06RNGBPI,INR
B2762,16-Oct-2025,₹ 284.00,IRCTC/ONLINE,FCYFJ6DVWM,INR
B2763,2025.11.19,₹ 186.00,AMAZONINDIA-INC,IML6FF06YS,INR
B2764,10/16/25,"₹ 10,022.00",APPLE STORE/ONLINE,CRVG20ZYU4,INR
B2765,13-Oct-2025,"₹ 9,982.00",UBER/ONLINE,,INR
B2766,2025.11.09,₹ 189.00,INDIGO CORP,1UZE54196H,INR
B2767,11/23/25,₹ 516.00,APPLE POS-TRANS,N0XN6ZX5K9,INR
B2768,11/09/25,₹ 791.00,DMART INDIA CORP,QXZXY07XNB,INR
B2769,20-Nov-2025,₹ 214.00,MYNTRA POS-TRANS,NHQ5FBZNRC,INR
B2770,12-Nov-2025,"₹ 10,003.00",UBER_LTD,GBQ9LDDO3P,INR
B2771,2025.11.22,₹ 292.00,ZOMATO INDIA-INC,RZETQIBUIJ,INR
B2772,09-Nov-2025,"₹ 5,014.00",SWIGGY/ONLINE,2W7RBEAJ0T,INR
B2773,25/10/2025,"₹ 2,498.00",RELIANCE MART_LTD,7VB6339A0B,INR
B2774,26/11/2025,"₹ 25,011.00",PAYTM_LTD,,INR
B2775,30-Oct-2025,"₹ 4,976.00",APPLESTORE/ONLINE,OID9AWUZE7,INR
B2776,2025.11.23,"₹ 9,985.00",MYNTRA CORP,94SKZJRW5W,INR
B2777,23-Nov-2025,"₹ 2,498.00",OLA_LTD,978NDFO3I3,INR
B2778,13-Oct-2025,"₹ 14,992.00",APPLE STORE-INC,0LERN0Y7FS,INR
B2779,10/10/2025,"₹ 4,988.00",RELIANCEMART *0912,MOCQUMGDWA,INR
B2780,13/10/2025,"₹ 1,001.00",DMART/ONLINE,KQQKRP9DU1,INR
B2781,10/27/25,"₹ 14,977.00",MAKEMYTRIP *0912,26R9ER8D7M,INR
B2782,2025.10.31,"₹ 25,024.00",SWIGGY CORP,QDPLOKIKAH,INR
B2783,2025.11.25,"₹ 1,478.00",INDIGO/ONLINE,0CVN3W34QS,INR
B2784,10-Nov-2025,₹ 307.00,AMAZON INDIA INDIA/ONLINE,W2UKUDOTAC,INR
B2785,2025.10.29,"₹ 15,002.00",ZOMATO-INC,3F1M12Z2FS,INR
B2786,05/10/2025,"₹ 2,521.00",FLIPKART POS-TRANS,FDDI0VR7Z9,INR
B2787,15-Oct-2025,"₹ 15,000.00",RELIANCE.MART *0912,G6OO9MBBSS,INR
B2788,22-Nov-2025,"₹ 2,514.00",PAYTM MALL INDIA_LTD,G4I6E8IKRO,INR
B2789,16-Nov-2025,"₹ 15,020.00",APPLE STORE INDIA_LTD,3CC7H1BLI0,INR
B2790,24/11/2025,₹ 988.00,AIR.INDIA_LTD,,INR
B2791,21-Nov-2025,"₹ 14,985.00",IRCTC *0912,GG545XO3VY,INR
B2792,19-Oct-2025,₹ 982.00,SPOTIFY-INC,0Z9SSD8NCH,INR
B2793,2025.10.05,"₹ 1,479.00",SPOTIFY/ONLINE,,INR
B2794,12/11/2025,₹ 509.00,OLA INDIA_LTD,MM1FDPYR0Y,INR
B2795,11/09/25,₹ 976.00,RELIANCEMART-INC,YJSH964JPV,INR
B2796,31-Oct-2025,"₹ 24,994.00",NETFLIX-INC,WLI1B2CGLX,INR
B2797,10/27/25,"₹ 2,486.00",INDIGO_LTD,PA8Y5XLB8X,INR
B2798,31-Oct-2025,"₹ 1,501.00",RELIANCEMART CORP,EIDMBT8C41,INR
B2799,20/10/2025,"₹ 10,002.00",MYNTRA INDIA/ONLINE,,INR
B2800,09/11/2025,"₹ 25,013.00",BIGBASKET_LTD,5IELYZQUD4,INR
B2801,2025.10.08,"₹ 2,499.00",MYNTRA CORP,RPB0VDMAQT,INR
B2802,2025.11.12,"₹ 10,011.00",GOOGLE PLAY INDIA-INC,C93SPGBQRB,INR
B2803,10/24/25,"₹ 25,007.00",NETFLIX INDIA/ONLINE,1H8AZ95Q1M,INR
B2804,20-Nov-2025,₹ 207.00,GOOGLE.PLAY POS-TRANS,ZBWO2I7AUJ,INR
B2805,29/10/2025,₹ 311.00,NETFLIX/ONLINE,I2461772OE,INR
B2806,2025.10.16,₹ 286.00,MAKEMYTRIP POS-TRANS,0Q3G4KIUKV,INR
B2807,28/11/2025,"₹ 2,502.00",UBER/ONLINE,8S5NYUM8H1,INR
B2808,2025.10.30,"₹ 4,992.00",GOOGLEPLAY CORP,UJVPQN873Q,INR
B2809,07/11/2025,"₹ 1,010.00",BIGBASKET *0912,,INR
B2810,2025.10.17,"₹ 15,010.00",SWIGGY INDIA POS-TRANS,O17NZLA4H2,INR
B2811,10/17/25,"₹ 9,984.00",NETFLIX POS-TRANS,2X1T7MSE4N,INR
B2812,2025.11.30,₹ 203.00,INDIGO INDIA_LTD,GGZQEE6MH5,INR
B2813,10/14/25,"₹ 14,996.00",INDIGO INDIA_LTD,8VR134F2RQ,INR
B2814,14/10/2025,₹ 306.00,PAYTM.MALL POS-TRANS,SIMA13BAR0,INR
B2815,11/01/25,₹ 798.00,INDIGO/ONLINE,PEW185GF7W,INR
B2816,23/11/2025,₹ 217.00,AIR INDIA POS-TRANS,9QKF04XEYT,INR
B2817,10-Nov-2025,"₹ 2,493.00",APPLE STORE/ONLINE,61F5A6M6Z3,INR
B2818,2025.11.04,₹ 208.00,GOOGLE *0912,FO2LO39O3Y,INR
B2819,19/11/2025,"₹ 24,998.00",AIR INDIA CORP,,INR
B2820,2025.10.12,"₹ 5,000.00",PAYTM/ONLINE,P7WAHYIEMF,INR
B2821,10/04/25,"₹ 1,491.00",RELIANCE_LTD,,INR
B2822,01-Oct-2025,"₹ 2,518.00",ZOMATO INDIA/ONLINE,P6VH7D0Z2F,INR
B2823,2025.11.04,₹ 495.00,INDIGO *0912,,INR
B2824,10/14/25,₹ 200.00,OLA INDIA CORP,0WUWT1K389,INR
B2825,11/03/25,₹ 500.00,BIGBASKET-INC,ZLFOF62P73,INR
B2826,10/17/25,₹ 180.00,BIGBASKET CORP,2HLLS6IHOR,INR
B2827,10/24/25,"₹ 2,514.00",BIGBASKET/ONLINE,JD6NOTIFEH,INR
B2828,10/05/25,₹ 219.00,MYNTRA POS-TRANS,BDBJ8PRE1B,INR
B2829,23/10/2025,₹ 519.00,BOOKMYSHOW_LTD,ZJYOLD83W3,INR
B2830,10/05/25,"₹ 2,496.00",SWIGGY *0912,,INR
B2831,28-Oct-2025,"₹ 9,991.00",OLA_LTD,297BIELH7I,INR
B2832,2025.11.15,"₹ 1,520.00",NETFLIX/ONLINE,IAJNR1FQHZ,INR
B2833,10/16/25,"₹ 4,988.00",ZOMATO POS-TRANS,,INR
B2834,10/05/25,"₹ 4,989.00",OLA *0912,NHS1JQR54L,INR
B2835,25-Oct-2025,₹ 801.00,BOOKMYSHOW POS-TRANS,,INR
B2836,24-Oct-2025,₹ 815.00,NETFLIX *0912,VIK4W9TAW1,INR
B2837,2025.11.11,₹ 304.00,IRCTC_LTD,O47GGAR51K,INR
B2838,2025.11.01,"₹ 1,008.00",GOOGLE PLAY *0912,9V5IMWVXRU,INR
B2839,11/23/25,₹ 517.00,OLA INDIA CORP,,INR
B2840,2025.11.22,"₹ 1,512.00",MAKEMYTRIP/ONLINE,A7JW83KJ0D,INR
B2841,10/25/25,"₹ 4,978.00",PAYTM MALL INDIA/ONLINE,UZANRTTUZ5,INR
B2842,2025.10.06,₹ 797.00,OLA *0912,OQMPRE4HH6,INR
B2843,02-Nov-2025,"₹ 1,519.00",INDIGO-INC,8L6WB6GMY0,INR
B2844,13-Nov-2025,₹ 286.00,APPLE STORE-INC,B5C0MDY73J,INR
B2845,2025.10.04,₹ 979.00,PAYTM MALL INDIA CORP,X0729SV4O5,INR
B2846,2025.11.06,"₹ 2,480.00",NETFLIX POS-TRANS,L09B4VG02E,INR
B2847,30-Nov-2025,₹ 499.00,MAKEMYTRIP *0912,YMBECTZSXZ,INR
B2848,02/10/2025,₹ 986.00,OLA INDIA-INC,G0A0QQ0756,INR
B2849,10/31/25,"₹ 24,999.00",MYNTRA INDIA/ONLINE,,INR
B2850,26-Nov-2025,"₹ 2,495.00",GOOGLE POS-TRANS,MMUDDCSNFU,INR
B2851,25-Nov-2025,"₹ 10,001.00",INDIGO *0912,ZY1N5IVDPQ,INR
B2852,17/11/2025,"₹ 1,484.00",SWIGGY *0912,ZFRCYAMFAT,INR
B2853,2025.11.29,"₹ 24,988.00",UBER INDIA/ONLINE,XH6DDU2BS8,INR
B2854,12/11/2025,"₹ 4,988.00",SPOTIFY POS-TRANS,R4BUTETEPM,INR
B2855,22-Nov-2025,"₹ 9,989.00",APPLESTORE/ONLINE,VCWTA0DF5Z,INR
B2856,12-Nov-2025,"₹ 1,020.00",AMAZON INDIA-INC,,INR
B2857,25/11/2025,₹ 187.00,FLIPKART CORP,5B5R6XMO4P,INR
B2858,11-Nov-2025,"₹ 1,486.00",BOOKMYSHOW POS-TRANS,NFPE0PN69J,INR
B2859,11/04/25,"₹ 25,003.00",RELIANCE.MART/ONLINE,878Y2S5Z51,INR
B2860,10/19/25,"₹ 1,009.00",OLA-INC,IQ6HUEBQWP,INR
B2861,09-Oct-2025,"₹ 25,000.00",BIGBASKET POS-TRANS,B7U1UCHSM9,INR
B2862,2025.10.15,₹ 793.00,IRCTC CORP,8NLQI171U9,INR
B2863,11/09/25,"₹ 9,991.00",GOOGLEPLAY/ONLINE,4LAFQDA0UI,INR
B2864,10/21/25,"₹ 4,980.00",BOOKMYSHOW POS-TRANS,8PLJJ6PQPQ,INR
B2865,20-Nov-2025,"₹ 15,023.00",UBER POS-TRANS,206IE1AITB,INR
B2866,17-Nov-2025,₹ 310.00,MAKEMYTRIP_LTD,9VXJRIDW7Q,INR
B2867,11/24/25,"₹ 9,986.00",APPLE STORE CORP,L7R4D2VKQ4,INR
B2868,11-Oct-2025,"₹ 4,984.00",INDIGO_LTD,67587IC0FN,INR
B2869,04-Nov-2025,"₹ 4,991.00",MYNTRA *0912,LD6PP3FLH7,INR
B2870,2025.10.12,"₹ 14,979.00",DMART POS-TRANS,83JTI0IMOO,INR
B2871,05-Oct-2025,₹ 507.00,GOOGLE PLAY INDIA_LTD,7NJV21YE89,INR
B2872,2025.10.05,₹ 299.00,BOOKMYSHOW-INC,83KVEPYL9T,INR
B2873,14-Nov-2025,"₹ 25,023.00",AIR/ONLINE,QSYO4O8WDR,INR
B2874,2025.11.02,₹ 202.00,SWIGGY_LTD,8LKYRCIU4O,INR
B2875,2025.10.08,"₹ 15,011.00",RELIANCEMART POS-TRANS,,INR
B2876,2025.11.03,"₹ 1,484.00",FLIPKART_LTD,W4HIRHL1HR,INR
B2877,2025.10.13,₹ 814.00,APPLE STORE CORP,3G6G4KIRIH,INR
B2878,18/11/2025,₹ 789.00,SPOTIFY *0912,IHAWSPV9KZ,INR
B2879,10/25/25,"₹ 14,981.00",MYNTRA/ONLINE,MCCQ5JDYMU,INR
B2880,10-Oct-2025,"₹ 1,018.00",INDIGO-INC,2VEJ4KPXY8,INR
B2881,15-Oct-2025,"₹ 14,984.00",RELIANCE MART INDIA CORP,HA0YNNXEO7,INR
B2882,2025.11.20,"₹ 5,019.00",APPLESTORE POS-TRANS,UYGOEVB3SF,INR
B2883,06-Oct-2025,"₹ 24,974.00",SWIGGY-INC,5GLIJT19Y2,INR
B2884,29-Nov-2025,"₹ 15,001.00",SPOTIFY/ONLINE,,INR
B2885,2025.11.06,"₹ 14,998.00",AMAZON INDIA INDIA POS-TRANS,B3KOLAI3S0,INR
B2886,2025.11.22,"₹ 2,486.00",SPOTIFY POS-TRANS,QMU5G8U0J4,INR
B2887,10/19/25,"₹ 14,992.00",ZOMATO CORP,XZU7WZCS49,INR
B2888,12/10/2025,"₹ 14,991.00",SPOTIFY_LTD,CCVAR9NSR2,INR
B2889,25-Oct-2025,₹ 805.00,MAKEMYTRIP CORP,AWKOIWGVS3,INR
B2890,11/19/25,"₹ 14,994.00",IRCTC *0912,TN6R8ZXQJ6,INR
B2891,23-Oct-2025,₹ 487.00,APPLE STORE POS-TRANS,C54OLNEG33,INR
B2892,20/11/2025,₹ 972.00,OLA-INC,47WFDM1OY7,INR
B2893,2025.11.29,₹ 497.00,RELIANCE MART POS-TRANS,49RCGUFNVB,INR
B2894,10-Nov-2025,"₹ 1,474.00",AMAZON_LTD,NGH3RNF114,INR
B2895,11/05/25,₹ 770.00,RELIANCE.MART/ONLINE,BPEHV14E3O,INR
B2896,10/25/25,₹ 204.00,AIR INDIA INDIA/ONLINE,JOAMEXJO7B,INR
B2897,2025.11.28,"₹ 2,490.00",DMART/ONLINE,45Y4YAGR5X,INR
B2898,25-Oct-2025,₹ 283.00,MAKEMYTRIP CORP,TZVCGSYOXN,INR
B2899,04-Nov-2025,"₹ 10,007.00",OLA_LTD,0ODORM3TT7,INR
B2900,08-Oct-2025,₹ 779.00,GOOGLE PLAY POS-TRANS,ILJZW96ZGE,INR
B2901,2025.10.19,₹ 518.00,AIR INDIA POS-TRANS,PM0AE7I5TV,INR
B2902,11-Nov-2025,"₹ 10,001.00",BIGBASKET_LTD,9GT1HQKHNG,INR
B2903,11/12/25,"₹ 5,004.00",DMART-INC,QFIHNF682D,INR
B2904,2025.10.16,"₹ 4,985.00",BIGBASKET/ONLINE,8LOCEW4EJK,INR
B2905,17-Oct-2025,₹ 988.00,APPLE.STORE POS-TRANS,9EXHPLOKEB,INR
B2906,06-Nov-2025,₹ 793.00,NETFLIX *0912,NMEJ0YYJQX,INR
B2907,11/30/25,"₹ 2,497.00",NETFLIX/ONLINE,,INR
B2908,10/30/25,"₹ 2,499.00",DMART CORP,7QA35U69IP,INR
B2909,11/05/25,₹ 274.00,ZOMATO POS-TRANS,NESSDTC1V9,INR
B2910,22/11/2025,"₹ 1,007.00",FLIPKART-INC,C05YBR0A4Q,INR
B2911,10/01/25,₹ 182.00,SWIGGY_LTD,BLTTZD9LAD,INR
B2912,28-Nov-2025,"₹ 10,011.00",MYNTRA/ONLINE,UFPP0TY35U,INR
B2913,27/10/2025,₹ 779.00,NETFLIX-INC,ZRD8DV9BFX,INR
B2914,06/10/2025,"₹ 1,474.00",IRCTC_LTD,6B1L7R1PCR,INR
B2915,20/11/2025,"₹ 14,999.00",AMAZON INDIA/ONLINE,JWCITN0W4X,INR
B2916,05-Nov-2025,₹ 201.00,RELIANCE MART *0912,5N502UT44H,INR
B2917,02-Nov-2025,₹ 312.00,BIGBASKET POS-TRANS,00L6O5P9FH,INR
B2918,2025.10.04,"₹ 1,504.00",BOOKMYSHOW POS-TRANS,E5STW64YM7,INR
B2919,13-Oct-2025,"₹ 2,513.00",SWIGGY_LTD,37G5YLB088,INR
B2920,16-Nov-2025,"₹ 5,017.00",MYNTRA-INC,5JTA93I6ER,INR
B2921,30/09/2025,"₹ 14,996.00",UBER INDIA POS-TRANS,82SQWWSWCG,INR
B2922,27-Oct-2025,"₹ 25,013.00",APPLE STORE INDIA_LTD,DOM5MS78Z0,INR
B2923,21/10/2025,"₹ 4,992.00",NETFLIX *0912,2RNOZ4YGW3,INR
B2924,10/11/2025,"₹ 5,021.00",NETFLIX-INC,LKA8IYDET4,INR
B2925,2025.10.17,₹ 990.00,SPOTIFY/ONLINE,,INR
B2926,2025.10.04,₹ 507.00,MAKEMYTRIP POS-TRANS,TXFVAVA8KP,INR
B2927,2025.10.12,"₹ 15,012.00",FLIPKART-INC,M2T8YCTO45,INR
B2928,11/15/25,"₹ 4,996.00",UBER/ONLINE,UX36UCZ4YE,INR
B2929,10/23/25,"₹ 9,998.00",SPOTIFY POS-TRANS,G68MZMY195,INR
B2930,08-Nov-2025,₹ 308.00,RELIANCE.MART_LTD,WGKHYENKYI,INR
B2931,10/24/25,₹ 791.00,SWIGGY_LTD,1OG16VJXYK,INR
B2932,21/10/2025,"₹ 5,011.00",MYNTRA/ONLINE,CPC5GZ0S19,INR
B2933,2025.11.02,₹ 197.00,SWIGGY POS-TRANS,OJYN2EF3TU,INR
B2934,11/01/25,"₹ 1,522.00",INDIGO-INC,W9ER6FICXY,INR
B2935,10/24/25,"₹ 4,992.00",RELIANCE MART_LTD,7K9WXJD4TD,INR
B2936,2025.10.10,"₹ 15,019.00",AIR.INDIA_LTD,,INR
B2937,14/11/2025,"₹ 24,984.00",BOOKMYSHOW CORP,57QSDE19XS,INR
B2938,15-Nov-2025,₹ 785.00,MYNTRA-INC,,INR
B2939,2025.11.29,"₹ 25,010.00",AIR.INDIA *0912,LAWKMBX98M,INR
B2940,02-Oct-2025,"₹ 10,027.00",GOOGLE PLAY CORP,,INR
B2941,11/08/25,₹ 194.00,SPOTIFY-INC,V6BDXN5SSJ,INR
B2942,16/10/2025,₹ 202.00,FLIPKART CORP,AG3CU8D7VT,INR
B2943,10/13/25,"₹ 9,999.00",AIR INDIA_LTD,H2VSZQGUP4,INR
B2944,16-Oct-2025,₹ 510.00,AIR/ONLINE,XVKFESQFBA,INR
B2945,12/10/2025,"₹ 1,013.00",AIR INDIA-INC,II807VL59H,INR
B2946,10/31/25,₹ 300.00,INDIGO POS-TRANS,FASGLMAE1X,INR
B2947,2025.11.06,"₹ 9,994.00",ZOMATO INDIA CORP,QKBEAPS6WD,INR
B2948,2025.10.02,₹ 288.00,IRCTC/ONLINE,W6P02SN4F9,INR
B2949,13/10/2025,₹ 176.00,SPOTIFY CORP,HL0CXFV8VL,INR
B2950,20/11/2025,"₹ 10,008.00",DMART_LTD,CAMQ8H365A,INR
B2951,09/10/2025,₹ 326.00,BIGBASKET-INC,7H8F08O65A,INR
B2952,10/13/25,"₹ 10,022.00",AIR POS-TRANS,V42NBV8218,INR
B2953,10/09/25,"₹ 1,508.00",SWIGGY INDIA POS-TRANS,MC4OIVU6J2,INR
B2954,2025.11.30,₹ 483.00,PAYTM MALL CORP,,INR
B2955,17-Oct-2025,₹ 770.00,ZOMATO INDIA-INC,7BAXDDRPGS,INR
B2956,10/09/25,"₹ 1,491.00",SWIGGY CORP,34T0XY6YZX,INR
B2957,11/13/25,"₹ 1,510.00",DMART/ONLINE,5XIZIGGLZZ,INR
B2958,12-Oct-2025,₹ 788.00,GOOGLE PLAY INDIA-INC,NEF4KAZPIZ,INR
B2959,2025.10.29,₹ 475.00,MAKEMYTRIP/ONLINE,EWKM8HUZZ9,INR
B2960,05-Oct-2025,"₹ 9,992.00",DMART INDIA_LTD,TVF9VPT961,INR
B2961,09/11/2025,₹ 782.00,SPOTIFY/ONLINE,68LU9CIB89,INR
B2962,13/11/2025,"₹ 1,024.00",PAYTM_LTD,DN8BGYS207,INR
B2963,17/10/2025,₹ 217.00,BIGBASKET CORP,T99B2VCJUX,INR
B2964,10/12/25,₹ 510.00,DMART CORP,ZQ1QZU78NN,INR
B2965,2025.11.11,₹ 196.00,SWIGGY *0912,Y8K6NWNKIX,INR
B2966,23/10/2025,"₹ 4,994.00",ZOMATO *0912,NO7DR0W63I,INR
B2967,30/11/2025,"₹ 2,491.00",MYNTRA POS-TRANS,BKREJZHVL8,INR
B2968,11/16/25,₹ 213.00,MAKEMYTRIP/ONLINE,,INR
B2969,30-Sep-2025,"₹ 1,484.00",FLIPKART *0912,M9VKD969C0,INR
B2970,15/10/2025,₹ 301.00,BOOKMYSHOW/ONLINE,DS3JM0KKIK,INR
B2971,2025.10.24,"₹ 2,492.00",MYNTRA INDIA/ONLINE,BK9MNPBBPR,INR
B2972,03-Nov-2025,"₹ 24,995.00",OLA_LTD,K81SC0DOTJ,INR
B2973,2025.10.11,"₹ 5,002.00",BIGBASKET-INC,HI9XBKXS0U,INR
B2974,08-Nov-2025,"₹ 1,509.00",AMAZONINDIA POS-TRANS,QMNOBS5DX0,INR
B2975,23/11/2025,"₹ 24,985.00",SPOTIFY/ONLINE,8XFQN814X4,INR
B2976,16/10/2025,"₹ 24,999.00",INDIGO CORP,MTGU0JO6CO,INR
B2977,2025.11.16,"₹ 2,478.00",SPOTIFY INDIA *0912,CEDI2SVC8Q,INR
B2978,23-Nov-2025,₹ 206.00,MYNTRA *0912,WD486USEY0,INR
B2979,03/10/2025,"₹ 14,991.00",UBER POS-TRANS,ATB0EV28Y6,INR
B2980,2025.10.13,"₹ 15,004.00",DMART/ONLINE,J9P9LRZCWR,INR
B2981,2025.11.24,"₹ 4,986.00",NETFLIX POS-TRANS,D7BCWUX4UA,INR
B2982,10/11/2025,"₹ 1,017.00",AMAZONINDIA CORP,,INR
B2983,11/11/2025,"₹ 2,515.00",IRCTC POS-TRANS,,INR
B2984,09-Oct-2025,"₹ 15,014.00",UBER_LTD,GSKT6J77UG,INR
B2985,30-Oct-2025,₹ 995.00,IRCTC/ONLINE,134O9UCD64,INR
B2986,10/17/25,"₹ 2,490.00",BIGBASKET CORP,F1KXIBP3N8,INR
B2987,2025.10.15,"₹ 2,485.00",IRCTC-INC,WSTY9HFAAX,INR
B2988,2025.10.13,"₹ 14,988.00",SPOTIFY INDIA CORP,EKSLZFMD6E,INR
B2989,2025.11.12,"₹ 5,014.00",BOOKMYSHOW POS-TRANS,7G22QCQ5QI,INR
B2990,11/19/25,"₹ 15,018.00",GOOGLE PLAY-INC,CB46GFHHAF,INR
B2991,20-Nov-2025,"₹ 14,991.00",BIGBASKET/ONLINE,N53B7C67XK,INR
B2992,22/11/2025,"₹ 1,508.00",PAYTM.MALL *0912,1KBUU03SQ6,INR
B2993,12/10/2025,₹ 818.00,IRCTC CORP,ZJ59SIQD2N,INR
B2994,25-Nov-2025,"₹ 2,489.00",IRCTC CORP,,INR
B2995,22-Nov-2025,₹ 824.00,RELIANCEMART CORP,I7CM334G8W,INR
B2996,2025.11.07,₹ 782.00,APPLE STORE *0912,HXSYCTWOTG,INR
B2997,11/10/25,"₹ 25,004.00",SPOTIFY-INC,CSROE6DUOT,INR
B2998,20-Oct-2025,"₹ 2,497.00",AMAZONINDIA_LTD,PID144GF1S,INR
B2999,11/24/25,"₹ 1,504.00",BOOKMYSHOW CORP,AW3ZGZURG6,INR
B3000,11/10/2025,"₹ 5,006.00",DMART/ONLINE,F1BUL4F4RM,INR
B3001,16-Oct-2025,₹ 309.00,INDIGO POS-TRANS,,INR
B3002,11/09/25,"₹ 24,973.00",SPOTIFY_LTD,T6HK4L8GEF,INR
B3003,04-Oct-2025,"₹ 14,992.00",INDIGO/ONLINE,C66MFBJHAQ,INR
B3004,2025.11.19,"₹ 5,013.00",BOOKMYSHOW/ONLINE,LKH68R5WQB,INR
B3005,10/11/25,"₹ 2,496.00",UBER CORP,AEDVXJGKAO,INR
B3006,06-Oct-2025,₹ 295.00,OLA *0912,TABDW9FT9N,INR
B3007,2025.11.27,₹ 270.00,SWIGGY POS-TRANS,RUZ8BRHQHJ,INR
B3008,10/18/25,"₹ 25,016.00",PAYTMMALL CORP,8X7NVC22QC,INR
B3009,01/10/2025,₹ 520.00,SWIGGY/ONLINE,E3ETVMXEU4,INR
B3010,2025.10.11,"₹ 10,008.00",UBER INDIA_LTD,JI6T0N8JDF,INR
B3011,2025.10.17,₹ 194.00,FLIPKART INDIA CORP,,INR
B3012,22/10/2025,₹ 297.00,RELIANCE MART INDIA_LTD,H8S8KUPL5P,INR
B3013,2025.11.01,₹ 304.00,AMAZON INDIA INDIA CORP,U7S68QIH46,INR
B3014,10/27/25,₹ 511.00,GOOGLE PLAY_LTD,7RRBQ1PUK8,INR
B3015,30/10/2025,"₹ 4,971.00",MAKEMYTRIP-INC,OBWS9SJFXP,INR
B3016,10/02/25,"₹ 1,502.00",MAKEMYTRIP CORP,XKREUQDO2R,INR
B3017,13-Oct-2025,₹ 299.00,UBER *0912,,INR
B3018,05/10/2025,₹ 301.00,DMART_LTD,YXF6G9FM7G,INR
B3019,13-Nov-2025,₹ 989.00,SWIGGY INDIA-INC,5MZMCQMNIK,INR
B3020,2025.11.16,₹ 303.00,SWIGGY INDIA/ONLINE,BTEFMUSKJH,INR
