txn_id,entry_date,amt,vendor,ref_code,cur
L2690,14-10-2025,1482,Flipkart,5Q3AZB6JRL,INR
L2691,16-11-2025,1501,Paytm Mall,WY1BRL50FS,INR
L2692,26-10-2025,15018,Swiggy,WP7EIWSTCH,INR
L2693,23-11-2025,519,Apple Store,N0XN6ZX5K9,INR
L2694,10-10-2025,14988,Zomato,M3PJDES3TI,INR
L2695,20-11-2025,808,Swiggy,X8LOTV19W0,INR
L2696,04-10-2025,199,Swiggy,D1ZE5QHM3G,INR
L2697,29-11-2025,5007,Paytm Mall,93NJEOJM8X,INR
L2698,08-10-2025,14991,Netflix,S653NAES6G,INR
L2699,12-10-2025,179,Spotify,HL0CXFV8VL,INR
L2700,04-11-2025,1498,IRCTC,R771WGGGIJ,INR
L2701,20-10-2025,989,Paytm Mall,R1HWOGHDQ4,INR
L2702,23-11-2025,986,Uber,IULCXXAXOT,INR
L2703,10-11-2025,24985,Netflix,A0HRLTJ21V,INR
L2704,09-11-2025,985,Paytm Mall,OGEBEJEB4A,INR
L2705,30-11-2025,305,Swiggy,AWAS4ILTFT,INR
L2706,08-11-2025,1511,Reliance Mart,12133BWLA6,INR
L2707,22-10-2025,14992,Zomato,OBQVIV40BY,INR
L2708,25-11-2025,9988,Netflix,EMXJLL4RZL,INR
L2709,08-11-2025,1483,BookMyShow,Q6YSXF00C6,INR
L2710,12-11-2025,493,IndiGo,ZP9JJ84IXC,INR
L2711,12-10-2025,490,Uber,MRS1LGTX0Y,INR
L2712,07-11-2025,805,Zomato,SFK2H1VOY7,INR
L2713,27-10-2025,1017,DMart,97LGXS689R,INR
L2714,05-11-2025,4989,MakeMyTrip,3E6S1RQPYZ,INR
L2715,19-10-2025,313,Air India,IYEWO2G4L7,INR
L2716,19-10-2025,24979,Swiggy,M3OZRO2OII,INR
L2717,28-10-2025,300,Swiggy,399UECCLP2,INR
L2718,29-10-2025,806,Zomato,F4WTF7KFDV,INR
L2719,16-10-2025,24989,Ola,QS391ANDXK,INR
L2720,20-11-2025,1516,IRCTC,E6O504VLIZ,INR
L2721,15-10-2025,992,IRCTC,AT77SAPFG1,INR
L2722,07-11-2025,2496,MakeMyTrip,DPY056HBRY,INR
L2723,28-11-2025,190,Uber,F58D72HHB0,INR
L2724,28-10-2025,5017,Reliance Mart,K9OPKFIKZI,INR
L2725,27-10-2025,301,IndiGo,6Y47M9UPSK,INR
L2726,15-10-2025,9993,Spotify,KO3LZIZFXF,INR
L2727,29-10-2025,14995,Google Play,K1LNYF0RSK,INR
L2728,23-11-2025,4994,Swiggy,0F5X4GO79Y,INR
L2729,04-10-2025,2512,Myntra,PTPGC8YWOB,INR
L2730,22-11-2025,207,Google Play,UVX0WBBYV9,INR
L2731,09-11-2025,25003,BookMyShow,EG9MB9ELWM,INR
L2732,22-11-2025,311,Paytm Mall,1980H06TOI,INR
L2733,11-11-2025,2500,Netflix,XAQQ5V49HB,INR
L2734,25-11-2025,182,BookMyShow,6XZH8Y9CZN,INR
L2735,15-10-2025,4984,Amazon India,V19O9LFYMP,INR
L2736,24-10-2025,4986,MakeMyTrip,AAXCJKE2LC,INR
L2737,11-11-2025,25004,Spotify,CSROE6DUOT,INR
L2738,26-11-2025,4991,Myntra,UC2HCLVPZ3,INR
L2739,28-11-2025,519,IRCTC,EDDHSNARJT,INR
L2740,12-10-2025,9980,BigBasket,81LHCD9V9Q,INR
L2741,14-11-2025,1501,Apple Store,C8V495PIBG,INR
L2742,11-10-2025,486,Air India,WJB5MV4GKQ,INR
L2743,01-10-2025,497,Google Play,P9E0TFM8YF,INR
L2744,12-10-2025,1006,Amazon India,WNZCCIWXPZ,INR
L2745,16-10-2025,509,IRCTC,2XUQP3QTQF,INR
L2746,13-11-2025,990,Apple Store,S0KWAFXKQW,INR
L2747,20-10-2025,1501,Uber,MYS9ZZSK0W,INR
L2748,27-11-2025,1514,Amazon India,JEL61OFGJA,INR
L2749,04-11-2025,24996,Swiggy,YEFUQ0RDJ7,INR
L2750,21-11-2025,289,BigBasket,MV94GVFKTF,INR
L2751,20-11-2025,496,Reliance Mart,8F66XKUL5X,INR
L2752,23-10-2025,286,IndiGo,3CEMCDUKO2,INR
L2753,23-11-2025,24988,Ola,MFOW5AO226,INR
L2754,10-11-2025,24992,BigBasket,98KWXH8C2M,INR
L2755,05-11-2025,2485,Google Play,0INONPZKXJ,INR
L2756,21-11-2025,301,Zomato,RZETQIBUIJ,INR
L2757,23-10-2025,15009,Amazon India,NWJNBE9TKF,INR
L2758,05-11-2025,25006,IRCTC,J92495GLMJ,INR
L2759,19-11-2025,2483,Zomato,LDON5FH94J,INR
L2760,25-10-2025,301,BookMyShow,NGMJ3AJNYL,INR
L2761,02-10-2025,198,BookMyShow,OM5VKCTZWR,INR
L2762,30-11-2025,201,Paytm Mall,ZX4FC98MJ5,INR
L2763,12-10-2025,193,Apple Store,9TTA86A3V3,INR
L2764,14-11-2025,300,Amazon India,NTXY6EK12Y,INR
L2765,23-11-2025,981,BigBasket,15RP688KVT,INR
L2766,04-11-2025,292,Amazon India,S8WGEJXPMP,INR
L2767,27-11-2025,785,Myntra,UGGYKKC26O,INR
L2768,23-10-2025,197,IndiGo,X1T4U9IGZZ,INR
L2769,20-10-2025,804,Air India,EA9H1WTUK5,INR
L2770,29-11-2025,202,Paytm Mall,ZRZI7VLAE4,INR
L2771,30-10-2025,4987,Netflix,MSKG2CQ8J7,INR
L2772,14-10-2025,15004,Reliance Mart,G6OO9MBBSS,INR
L2773,05-10-2025,2497,Zomato,Z5V01XDE5V,INR
L2774,31-10-2025,202,Ola,2KYM1CL0T8,INR
L2775,12-11-2025,184,Amazon India,XM6T7NDCCC,INR
L2776,12-10-2025,25014,MakeMyTrip,8NNX3KJJQR,INR
L2777,27-11-2025,196,Zomato,UDK53SEMCC,INR
L2778,17-11-2025,4985,Amazon India,M7J3HE3IC6,INR
L2779,06-10-2025,218,Flipkart,N1MS4GJWSB,INR
L2780,23-10-2025,519,Flipkart,ZIUNH1DBDF,INR
L2781,08-10-2025,14998,Reliance Mart,T4E3DP3ZJV,INR
L2782,13-10-2025,10014,IndiGo,7X3RY1K1M1,INR
L2783,15-10-2025,15002,Zomato,PEA6491WFY,INR
L2784,12-10-2025,502,Amazon India,ZZAIKFEJOD,INR
L2785,15-10-2025,10005,Zomato,4016L3RMGP,INR
L2786,12-11-2025,516,BigBasket,TY6I4S9MT7,INR
L2787,10-11-2025,193,Air India,QT9SSIYD7V,INR
L2788,01-10-2025,2514,Uber,Z3GY3UWMDW,INR
L2789,04-11-2025,10000,Uber,FJS48X00LR,INR
L2790,27-10-2025,9996,Netflix,VZEBH80HTA,INR
L2791,12-11-2025,1487,Uber,T04LMT5CHQ,INR
L2792,01-11-2025,10013,Reliance Mart,WY4H4G6F96,INR
L2793,08-11-2025,509,Air India,VD417VJX67,INR
L2794,19-11-2025,291,Swiggy,QN4UN1NVWN,INR
L2795,05-10-2025,814,Air India,CIR3LB6I88,INR
L2796,03-10-2025,1013,Netflix,GB69AO1ZKY,INR
L2797,11-11-2025,5015,IndiGo,OW8ISD4HXO,INR
L2798,13-11-2025,10008,Amazon India,Z42R2LJ5DK,INR
L2799,26-11-2025,10015,Google Play,D2LVT05TDO,INR
L2800,10-10-2025,9987,Uber,DPEJWHG5KJ,INR
L2801,21-10-2025,5013,BigBasket,8J2DKTWQTC,INR
L2802,09-11-2025,497,BigBasket,2G3LTBTDQN,INR
L2803,09-11-2025,2515,Google Play,FDWTJ2M4XE,INR
L2804,08-11-2025,988,MakeMyTrip,FQ4WI7TRGL,INR
L2805,04-10-2025,497,DMart,L8S1WWOP5C,INR
L2806,18-10-2025,4990,Uber,C26QE6YZSJ,INR
L2807,13-11-2025,2486,Reliance Mart,WJT0XCOBRP,INR
L2808,14-10-2025,10019,Uber,7KL9B61KAY,INR
L2809,22-10-2025,180,BigBasket,I171I2YO04,INR
L2810,24-10-2025,490,Ola,8DTMFK02ND,INR
L2811,11-10-2025,787,Google Play,S6D676O8OZ,INR
L2812,05-11-2025,285,Spotify,A3DPZXBV4O,INR
L2813,22-10-2025,2516,DMart,UIAHC8Y6IM,INR
L2814,17-11-2025,311,IRCTC,MS62TLQ0H3,INR
L2815,22-10-2025,813,Netflix,59046GMCPS,INR
L2816,01-10-2025,808,Swiggy,T43J6G6WMV,INR
L2817,21-10-2025,1501,Apple Store,4CXLCHFKW6,INR
L2818,13-10-2025,298,Myntra,KWLXLBUW8F,INR
L2819,29-10-2025,14992,Ola,RIHTRH77RF,INR
L2820,25-11-2025,1003,MakeMyTrip,7HI5KVTGAV,INR
L2821,16-10-2025,15017,MakeMyTrip,G7UJE8VXN0,INR
L2822,13-11-2025,188,DMart,6PMKT79BRE,INR
L2823,05-10-2025,316,Zomato,AMMFWTMS2R,INR
L2824,04-10-2025,4983,DMart,1BLCK8K9I9,INR
L2825,03-10-2025,15016,Paytm Mall,CRUUFVDRO8,INR
L2826,21-10-2025,988,Amazon India,NJRDKHRXKQ,INR
L2827,31-10-2025,9981,Myntra,H2A2VDYUE0,INR
L2828,02-11-2025,10019,Amazon India,2RC42XDZFY,INR
L2829,07-11-2025,479,Air India,6VG68VFZJD,INR
L2830,30-10-2025,483,MakeMyTrip,EWKM8HUZZ9,INR
L2831,06-10-2025,310,Paytm Mall,BZK163JKZV,INR
L2832,28-10-2025,802,IndiGo,LEZLRZHXTS,INR
L2833,14-11-2025,10004,MakeMyTrip,8VX4HQD63V,INR
L2834,03-11-2025,1011,BigBasket,WVKUABMIHX,INR
L2835,22-10-2025,5007,Flipkart,0KMKAUAB09,INR
L2836,06-11-2025,15016,Air India,RNW88H9Y4G,INR
L2837,14-10-2025,14999,Myntra,DBGQ2K2PID,INR
L2838,01-10-2025,514,BookMyShow,VCGNQ5AI6M,INR
L2839,25-11-2025,25003,Zomato,7ES5T5LAPO,INR
L2840,12-11-2025,312,Swiggy,RD3T1PDLJO,INR
L2841,12-11-2025,15006,MakeMyTrip,ZLBY30P3P7,INR
L2842,01-11-2025,9984,Air India,GI2BXA29GW,INR
L2843,03-10-2025,296,IRCTC,6LXDMSQGXV,INR
L2844,07-11-2025,1009,BigBasket,IZ28AFY4QA,INR
L2845,25-10-2025,10003,DMart,S964P2VDGR,INR
L2846,17-10-2025,498,Google Play,V0I7FZG9QJ,INR
L2847,09-11-2025,25016,Uber,YYC8FU8IWE,INR
L2848,21-10-2025,987,Myntra,RGWGMG3NYR,INR
L2849,07-11-2025,5005,Apple Store,HP2UA70A74,INR
L2850,18-11-2025,10004,Netflix,CGYSEZIXF6,INR
L2851,24-11-2025,14996,Netflix,QYCBXM39LE,INR
L2852,04-11-2025,14981,IndiGo,0N2A700KAV,INR
L2853,12-10-2025,14997,Amazon India,74TODW02M6,INR
L2854,26-11-2025,5001,DMart,XXCV0JD38Q,INR
L2855,17-11-2025,1514,Ola,C7NQL8FNW9,INR
L2856,15-10-2025,10000,Reliance Mart,3BT783BXYM,INR
L2857,14-10-2025,1501,Google Play,F496IKGZAU,INR
L2858,06-10-2025,9985,Spotify,OGR80T8CO0,INR
L2859,16-11-2025,4983,MakeMyTrip,89JH79BIMR,INR
L2860,17-11-2025,5018,Spotify,TWPNNUB78H,INR
L2861,08-11-2025,517,MakeMyTrip,CA53ZW3ZC2,INR
L2862,22-10-2025,25009,Zomato,HP22UUVBAA,INR
L2863,22-11-2025,15017,Ola,PNJ8H396SE,INR
L2864,20-11-2025,311,IRCTC,7JY4VR8RC4,INR
L2865,22-10-2025,10000,IRCTC,CRB1CYH205,INR
L2866,07-10-2025,5010,Apple Store,JL7Z7NVYTC,INR
L2867,28-10-2025,995,Paytm Mall,OVASKI7YQ1,INR
L2868,23-11-2025,14986,DMart,HUF16Y2NXH,INR
L2869,15-11-2025,24994,Google Play,680MLPJUQN,INR
L2870,27-10-2025,496,Apple Store,LLY84XJWJT,INR
L2871,15-11-2025,15014,Reliance Mart,GH3KE41833,INR
L2872,26-11-2025,9989,Apple Store,JJZUSES04Q,INR
L2873,28-11-2025,14986,Spotify,M7BGQ11YCB,INR
L2874,20-11-2025,991,BookMyShow,5I246VO6I7,INR
L2875,16-10-2025,2488,IRCTC,T873U8HLEM,INR
L2876,29-10-2025,9994,IRCTC,YLN6NAW9UK,INR
L2877,22-11-2025,4988,DMart,IDRU0CQS11,INR
L2878,28-11-2025,1510,IndiGo,7B61IITAXN,INR
L2879,04-10-2025,4986,Flipkart,60MTCWHUIL,INR
L2880,03-11-2025,1510,Reliance Mart,BED6LDPSTS,INR
L2881,17-11-2025,25017,Swiggy,42JRGTRELR,INR
L2882,19-11-2025,516,Reliance Mart,81ACOC1Z24,INR
L2883,28-11-2025,493,Netflix,BIYA5CGUKM,INR
L2884,26-11-2025,784,Uber,3MKF8FAGMM,INR
L2885,28-10-2025,1010,Google Play,QA1W5FNZ9C,INR
L2886,14-10-2025,2505,Netflix,K3F5AKA3UA,INR
L2887,04-10-2025,4979,DMart,WKEG0BLSY9,INR
L2888,15-10-2025,2519,Air India,ZW5FB0QM15,INR
L2889,22-11-2025,818,Ola,2VA02DD4YE,INR
L2890,25-10-2025,25012,IRCTC,H0ET7DSZZ8,INR
L2891,04-10-2025,811,Amazon India,QGMGC4X6V1,INR
L2892,25-11-2025,2486,Ola,J7JFRT8LCG,INR
L2893,21-10-2025,1011,Reliance Mart,LYHIS06T3F,INR
L2894,17-10-2025,25017,Swiggy,FDQWIEWYAU,INR
L2895,30-10-2025,181,Zomato,L39QKLSWUO,INR
L2896,19-11-2025,301,Ola,VMAMHTQUQ7,INR
L2897,24-10-2025,5016,BigBasket,CIHAALZUIE,INR
L2898,04-11-2025,10004,Flipkart,Q555TYMIME,INR
L2899,04-10-2025,4994,Zomato,FGAKNT0MB5,INR
L2900,26-11-2025,279,Zomato,QUTR7UGXRR,INR
L2901,16-10-2025,199,MakeMyTrip,3DXG3E42YY,INR
L2902,01-11-2025,1502,Ola,XJ8SVRBOWI,INR
L2903,24-10-2025,203,IRCTC,N075K95A1K,INR
L2904,13-11-2025,14985,BigBasket,B6KKZNW08D,INR
L2905,20-11-2025,815,Uber,RHGBU5NUHA,INR
L2906,03-10-2025,24981,MakeMyTrip,1J9BE7JVWV,INR
L2907,11-11-2025,313,IRCTC,O47GGAR51K,INR
L2908,04-10-2025,14980,Myntra,0GECI4X3E1,INR
L2909,09-11-2025,1507,Paytm Mall,VO8JRT0TCR,INR
L2910,22-11-2025,288,IndiGo,L2USMD63BV,INR
L2911,16-10-2025,211,Ola,LCRH12Y9SG,INR
L2912,03-11-2025,494,BigBasket,D6VVBG06RZ,INR
L2913,30-10-2025,986,Swiggy,MN8B5YZGO9,INR
L2914,28-10-2025,2499,BigBasket,I645NLJ6J2,INR
L2915,21-10-2025,14992,BookMyShow,4BG13IXGBD,INR
L2916,22-11-2025,507,Ola,0MID213M2I,INR
L2917,28-11-2025,498,BigBasket,RBFJ9SCUPQ,INR
L2918,31-10-2025,24979,IRCTC,Y2F7BCDMY2,INR
L2919,15-11-2025,25019,Air India,QSYO4O8WDR,INR
L2920,04-11-2025,24993,Myntra,ITDJ0A9LO9,INR
L2921,23-11-2025,295,Air India,1Q47MT3LUG,INR
L2922,10-11-2025,10007,Air India,T4Z15VQ9C1,INR
L2923,29-10-2025,2490,Reliance Mart,RPQ8M8WTD0,INR
L2924,23-10-2025,209,IRCTC,WWVG0CBH2N,INR
L2925,21-10-2025,300,Swiggy,ZGC7T4NBEE,INR
L2926,22-10-2025,493,Apple Store,VYCI037P3D,INR
L2927,21-11-2025,4988,Swiggy,NVAF17GJTO,INR
L2928,24-11-2025,5014,Netflix,LWYY18V8D6,INR
L2929,26-10-2025,25016,Amazon India,OPB9SU72YC,INR
L2930,17-10-2025,1008,MakeMyTrip,E7LHVV6VDB,INR
L2931,01-10-2025,504,Spotify,J9X90N1WMB,INR
L2932,29-11-2025,2517,Reliance Mart,99OT3FQCI2,INR
L2933,20-10-2025,791,Google Play,ROZ66MAMDR,INR
L2934,08-10-2025,490,Netflix,IKE4NP5BCH,INR
L2935,14-11-2025,817,Air India,OI0I8WB5KI,INR
L2936,07-11-2025,990,Swiggy,E38QMTMSV1,INR
L2937,10-11-2025,288,BookMyShow,9BLXAEZ0I3,INR
L2938,22-10-2025,9982,Myntra,O3QWLPTHJ5,INR
L2939,15-11-2025,2507,Zomato,NC1D9G0FQP,INR
L2940,02-11-2025,202,DMart,BFKDEXOFIJ,INR
L2941,21-10-2025,25014,Swiggy,6F8CWJYO97,INR
L2942,26-11-2025,1479,Google Play,7GQWPDB685,INR
L2943,25-11-2025,182,Flipkart,5B5R6XMO4P,INR
L2944,12-10-2025,9993,Apple Store,XR9FUE0DZE,INR
L2945,16-10-2025,1507,Google Play,BI5QGA0YYT,INR
L2946,07-11-2025,24983,Reliance Mart,76ZNDAP5Z4,INR
L2947,21-11-2025,1481,IRCTC,C8RE7F9ZSU,INR
L2948,08-11-2025,5014,Reliance Mart,H2AI53XUJH,INR
L2949,23-11-2025,9990,Myntra,CK31X6DL7L,INR
L2950,29-10-2025,501,Air India,DVN12YGLRN,INR
L2951,13-10-2025,1015,BigBasket,AJE1P753QH,INR
L2952,02-11-2025,1495,IndiGo,F8WNTA0ZJN,INR
L2953,07-11-2025,4989,IRCTC,VFZ7HQSKQJ,INR
L2954,06-10-2025,2490,IndiGo,03QTK7WRBF,INR
L2955,23-10-2025,10017,IndiGo,WHC3DBWWWX,INR
L2956,13-10-2025,2493,Apple Store,WIM82Y91JT,INR
L2957,27-10-2025,9993,Ola,297BIELH7I,INR
L2958,22-10-2025,4986,BigBasket,FQMQOZC7ZO,INR
L2959,04-10-2025,2504,Ola,2KY6I9EKMT,INR
L2960,02-10-2025,1511,Apple Store,BZHBHCT332,INR
L2961,02-10-2025,790,Netflix,QCQJ1O3OKM,INR
L2962,16-11-2025,1503,Paytm Mall,HO43C2IHKW,INR
L2963,24-11-2025,1016,Amazon India,PRPRKUJO0C,INR
L2964,05-10-2025,25002,DMart,1ZJ9T9RZRY,INR
L2965,07-10-2025,782,BookMyShow,WDSCAH9NNG,INR
L2966,05-10-2025,497,Google Play,YSXWZPLPKR,INR
L2967,13-10-2025,795,Paytm Mall,H4BRX9SOYM,INR
L2968,22-10-2025,293,BigBasket,VOF1H176Q3,INR
L2969,08-10-2025,1013,Apple Store,6CBPDIQHYD,INR
L2970,14-10-2025,292,BookMyShow,RCWHTPKWHF,INR
L2971,11-11-2025,796,IndiGo,2ZYM4LBXFU,INR
L2972,12-11-2025,2483,MakeMyTrip,87GFXF65WK,INR
L2973,22-11-2025,1518,MakeMyTrip,9JJLLSSWWD,INR
L2974,13-11-2025,817,Netflix,AAKUMNX5RA,INR
L2975,26-11-2025,299,Apple Store,4NMHV6SNEJ,INR
L2976,02-11-2025,788,Reliance Mart,7TWE3OTGT0,INR
L2977,30-11-2025,985,Ola,9PVUHEJJR5,INR
L2978,02-10-2025,1004,Ola,KYAQYBU4VY,INR
L2979,07-10-2025,1498,Ola,Y0MVJGYZK4,INR
L2980,11-11-2025,2518,Ola,MUL1NIX8L9,INR
L2981,25-11-2025,489,Paytm Mall,1B4RSYNMV9,INR
L2982,09-11-2025,9990,IRCTC,BYSBILSPKV,INR
L2983,14-11-2025,279,IndiGo,JT5HJZG3RQ,INR
L2984,16-10-2025,24989,BookMyShow,THMJJKCF5D,INR
L2985,09-11-2025,1503,BookMyShow,ZOID3LCHYY,INR
L2986,31-10-2025,25010,Reliance Mart,OFRPIM0CO7,INR
L2987,24-11-2025,2498,IRCTC,R757PBW1OF,INR
L2988,29-11-2025,1491,IRCTC,PHMKUD6HYQ,INR
L2989,08-10-2025,10011,IRCTC,CVWVE7VJ5Q,INR
L2990,07-10-2025,783,Myntra,67OP7JB9H2,INR
L2991,05-11-2025,1518,BookMyShow,84HLQQHK56,INR
L2992,24-11-2025,4995,Netflix,D7BCWUX4UA,INR
L2993,05-10-2025,2485,DMart,GDADZ8NXR2,INR
L2994,22-11-2025,815,MakeMyTrip,OZQAEJL1W4,INR
L2995,11-10-2025,5012,MakeMyTrip,DJL4YTH2W1,INR
L2996,25-10-2025,25004,Reliance Mart,TF4XFWDEGF,INR
L2997,22-11-2025,5018,Swiggy,W8XBADR5UA,INR
L2998,02-10-2025,14985,Reliance Mart,NQ5IXP2RJA,INR
L2999,22-11-2025,984,BigBasket,XFOJI57DBB,INR
L3000,23-10-2025,10017,Reliance Mart,TAXZ8GKWJS,INR
L3001,15-10-2025,980,Amazon India,QCW01WVQWV,INR
L3002,09-10-2025,1519,Spotify,R0OIMHHHB5,INR
L3003,23-10-2025,783,IRCTC,VP59IZ47F6,INR
L3004,10-10-2025,507,Uber,Z8DP3QZL5O,INR
L3005,30-10-2025,188,Ola,6UL6HP6QOB,INR
L3006,25-10-2025,24999,Google Play,3MBECYWSZ8,INR
L3007,15-11-2025,218,Spotify,YEU1JXH08I,INR
L3008,19-10-2025,10005,Flipkart,D24RUDVDQG,INR
L3009,20-11-2025,190,MakeMyTrip,GAOCT7GCPY,INR
L3010,24-11-2025,9981,IRCTC,VP07P3OAGA,INR
L3011,31-10-2025,316,IRCTC,D6DM5EY4YH,INR
L3012,24-10-2025,9991,Reliance Mart,2AN5DC4L1T,INR
L3013,03-10-2025,14992,Uber,H587YCMPWW,INR
L3014,02-10-2025,189,Air India,52212GKKYW,INR
L3015,04-10-2025,279,DMart,IIC8QMMC4T,INR
L3016,14-11-2025,4985,Amazon India,UTKKC4J6MD,INR
L3017,06-11-2025,9980,Flipkart,0DQAJYTCBD,INR
L3018,26-10-2025,317,IndiGo,G9XAUDUTOB,INR
L3019,20-10-2025,800,Zomato,SG5F93C043,INR
L3020,27-11-2025,1495,Myntra,XMLVDDX9VP,INR
L3021,02-10-2025,195,Uber,2PQ69GVGRS,INR
L3022,18-11-2025,192,Flipkart,O07LVJBS2M,INR
L3023,13-11-2025,511,Paytm Mall,B8YDCJS7W4,INR
L3024,26-11-2025,318,MakeMyTrip,0TS3WA8TMR,INR
L3025,15-10-2025,214,Paytm Mall,4AOOINKT2X,INR
L3026,16-11-2025,492,BigBasket,4H8CRW7OAL,INR
L3027,06-11-2025,2480,Uber,HBDJV3PQBF,INR
L3028,18-11-2025,284,IndiGo,078HXNZQ99,INR
L3029,24-10-2025,5019,DMart,LXDVRKWL2J,INR
L3030,12-10-2025,204,Flipkart,1AT9KEZQ3G,INR
L3031,24-11-2025,1486,Air India,TT9L48IZ7U,INR
L3032,15-11-2025,4993,BookMyShow,WAC3FOJOKG,INR
L3033,19-10-2025,25001,Netflix,2B3NULVMGH,INR
L3034,16-10-2025,14989,Swiggy,MPVBX1UNZE,INR
L3035,25-10-2025,506,Netflix,H10YZVLWV4,INR
L3036,10-10-2025,213,Spotify,CYHL8A6XI3,INR
L3037,26-10-2025,281,Air India,9ABWAMERNE,INR
L3038,07-10-2025,795,Ola,OQMPRE4HH6,INR
L3039,24-11-2025,9986,DMart,DNW2FD64UN,INR
L3040,04-11-2025,509,Myntra,F4SRCD5Z46,INR
L3041,10-11-2025,819,BigBasket,ZQGO4PT7K2,INR
L3042,25-11-2025,1499,Apple Store,85MNCRKO9X,INR
L3043,22-10-2025,4991,Uber,VLP4BSN6YG,INR
L3044,06-10-2025,507,Paytm Mall,UQOBAOL9VD,INR
L3045,23-10-2025,5010,Spotify,BLL8LA0N0F,INR
L3046,21-10-2025,5000,Air India,E5SMODTGOD,INR
L3047,29-11-2025,515,Amazon India,Y95AH7D9A7,INR
L3048,08-11-2025,2490,IRCTC,3OSAZR8Y1C,INR
L3049,10-10-2025,5002,Zomato,88IPKP4IOT,INR
L3050,17-10-2025,14996,BookMyShow,KQWVQRMUBR,INR
L3051,23-11-2025,9983,DMart,FLRXT6Y8VP,INR
L3052,20-11-2025,4991,Paytm Mall,8U3V2EDG75,INR
L3053,31-10-2025,10018,Amazon India,XAUKHV04YN,INR
L3054,03-10-2025,2498,Uber,JVHAEA82IX,INR
L3055,23-10-2025,510,Swiggy,7ELGGVNE2A,INR
L3056,13-11-2025,1498,Spotify,HKQWM1FVR3,INR
L3057,21-10-2025,487,Uber,L1M3W5H5BA,INR
L3058,24-11-2025,197,Uber,82WANDK0GQ,INR
L3059,02-10-2025,5013,Swiggy,XMS8ESHKLY,INR
L3060,06-11-2025,815,BigBasket,CD0R7Q978U,INR
L3061,25-11-2025,24991,Google Play,A0H5HLGELU,INR
L3062,28-10-2025,24983,Apple Store,ZP3BL6VOVV,INR
L3063,12-10-2025,986,Spotify,G1Q7LWZ1HE,INR
L3064,04-10-2025,806,Spotify,RL8CYPML6L,INR
L3065,08-11-2025,5016,Reliance Mart,J7YF9GAWOV,INR
L3066,21-10-2025,25018,Paytm Mall,DUZNHZ5G4K,INR
L3067,22-11-2025,25013,Flipkart,TQKQDS4U63,INR
L3068,28-10-2025,5000,Netflix,6RBVJ0AL96,INR
L3069,20-10-2025,9996,IRCTC,XGDWPC1IFN,INR
L3070,04-11-2025,2488,Reliance Mart,SE81JOR71I,INR
L3071,20-11-2025,187,MakeMyTrip,YEHPCNCQC3,INR
L3072,24-11-2025,1002,IndiGo,XFIC6PE2UW,INR
L3073,01-11-2025,4984,Zomato,Y11YLK718K,INR
L3074,19-10-2025,4983,BookMyShow,DDWT85SP1D,INR
L3075,13-11-2025,4998,Myntra,N737VM211Q,INR
L3076,26-10-2025,208,Myntra,4IJM1IRO11,INR
L3077,22-11-2025,2488,Ola,978NDFO3I3,INR
L3078,09-10-2025,1496,IRCTC,O2SOK9GP1G,INR
L3079,25-11-2025,10014,Google Play,KRQLM7ENLW,INR
L3080,16-11-2025,497,Amazon India,8O8WOQ1C70,INR
L3081,20-11-2025,5006,DMart,YUVVG7GDMT,INR
L3082,02-10-2025,4999,Ola,OO2LUGMIZ8,INR
L3083,16-10-2025,1003,Flipkart,CJ45NYP1QR,INR
L3084,24-11-2025,5003,Google Play,5WKJSUA0MB,INR
L3085,19-10-2025,1510,DMart,7E89UTADFU,INR
L3086,28-11-2025,15004,Google Play,3OA5PHGFUL,INR
L3087,15-11-2025,1490,IRCTC,KF2GAXH0QS,INR
L3088,06-10-2025,517,DMart,PENLY7G1X3,INR
L3089,12-10-2025,318,Netflix,F1GRVMNLHT,INR
L3090,06-10-2025,9986,IndiGo,UCOFR5VYBJ,INR
L3091,11-11-2025,2485,Apple Store,61F5A6M6Z3,INR
L3092,21-11-2025,787,Paytm Mall,9OENASINRT,INR
L3093,30-10-2025,5013,Uber,99QXKPCDLO,INR
L3094,22-11-2025,780,Netflix,NLHRE1QN9N,INR
L3095,14-10-2025,801,Uber,5IATOPV0R9,INR
L3096,13-10-2025,10017,DMart,3UEPPMJWW7,INR
L3097,05-11-2025,1010,Uber,M81415VO0I,INR
L3098,12-11-2025,1517,Spotify,UISITKEUXT,INR
L3099,12-11-2025,1017,MakeMyTrip,T61I2UNM83,INR
L3100,23-11-2025,1519,Zomato,G7FWRWSEHJ,INR
L3101,13-11-2025,810,MakeMyTrip,NK84TG1VSW,INR
L3102,29-11-2025,984,DMart,0X4MXDY67X,INR
L3103,19-10-2025,5010,Swiggy,X5F0GBU9XG,INR
L3104,24-10-2025,983,Spotify,5OZ4RS8DQR,INR
L3105,07-10-2025,15014,Reliance Mart,AIEP6DUCP9,INR
L3106,10-11-2025,25015,BigBasket,5IELYZQUD4,INR
L3107,27-10-2025,4998,DMart,1N6EST52C7,INR
L3108,20-11-2025,14989,Apple Store,DEY840OOKN,INR
L3109,07-11-2025,24995,Myntra,LLV6G30IGD,INR
L3110,10-10-2025,1492,Uber,D9UCTG9WHW,INR
L3111,23-11-2025,508,IRCTC,XJW8QT5AZA,INR
L3112,17-10-2025,1012,Air India,S159GEMF6N,INR
L3113,19-10-2025,4988,IRCTC,JLKIW4RGJ4,INR
