id,date,amount,merchant,merchant_clean,reference,currency,source
B2563,2025-11-05,976.0,GOOGLE PLAY-INC,google play,,INR,bank
B2564,2025-11-06,192.0,INDIGO INDIA_LTD,indigo,QM5Z0U640E,INR,bank
B2565,2025-10-01,25008.0,BIGBASKET POS-TRANS,bigbasket,YHCOEEKV8N,INR,bank
B2566,2025-11-07,5012.0,SPOTIFY POS-TRANS,spotify,3CQD9JL81B,INR,bank
B2567,2025-11-15,519.0,IRCTC CORP,irctc,RV8X34RA78,INR,bank
B2568,2025-11-29,4987.0,FLIPKART POS-TRANS,flipkart,EZT3U8GQNM,INR,bank
B2569,2025-10-07,9997.0,AIR CORP,air,EA1QA4ZHCI,INR,bank
B2570,2025-10-08,803.0,APPLE STORE *0912,apple store 0912,GV3HSKGAF9,INR,bank
B2571,2025-11-27,14989.0,BIGBASKET/ONLINE,bigbasket,6LJAJ1ODH9,INR,bank
B2572,2025-10-13,2495.0,APPLE.STORE-INC,apple store,BU2VSDUXA2,INR,bank
B2573,2025-11-08,989.0,PAYTMMALL-INC,paytmmall,OGEBEJEB4A,INR,bank
B2574,2025-11-30,24991.0,FLIPKART_LTD,flipkart,ZY21772WJ3,INR,bank
B2575,2025-11-25,24999.0,AMAZONINDIA_LTD,amazonindia,L4EH5WVH44,INR,bank
B2576,2025-11-29,1498.0,APPLESTORE/ONLINE,applestore,J4IF95SDLE,INR,bank
B2577,2025-10-02,211.0,PAYTM MALL *0912,paytm mall 0912,7CCZDMGJGI,INR,bank
B2578,2025-11-29,217.0,ZOMATO_LTD,zomato,G49NOR61NB,INR,bank
B2579,2025-11-10,311.0,MYNTRA INDIA_LTD,myntra,JZ7QKBXB3Z,INR,bank
B2580,2025-11-17,2491.0,NETFLIX/ONLINE,netflix,X5G2XHUF2F,INR,bank
B2581,2025-11-13,1001.0,INDIGO POS-TRANS,indigo,4XXE26HZ0L,INR,bank
B2582,2025-11-23,10010.0,MYNTRA-INC,myntra,YKPGIITZT9,INR,bank
B2583,2025-11-22,24991.0,OLA/ONLINE,ola,MFOW5AO226,INR,bank
B2584,2025-11-17,994.0,SWIGGY/ONLINE,swiggy,5PXETD34ZY,INR,bank
B2585,2025-10-17,1489.0,DMART CORP,dmart,J679D6KTES,INR,bank
B2586,2025-10-29,9985.0,SPOTIFY *0912,spotify 0912,LSCKF56W7R,INR,bank
B2587,2025-10-12,190.0,GOOGLEPLAY *0912,googleplay 0912,PHVZD8GEJB,INR,bank
B2588,2025-10-13,470.0,AMAZON INDIA INDIA_LTD,amazon,596P46NXAC,INR,bank
B2589,2025-11-10,9969.0,BOOKMYSHOW_LTD,bookmyshow,3X6MJ28H2K,INR,bank
B2590,2025-11-26,1497.0,UBER *0912,uber 0912,7N3NL7HZB8,INR,bank
B2591,2025-11-26,1024.0,AIR INDIA_LTD,air,,INR,bank
B2592,2025-11-30,977.0,NETFLIX POS-TRANS,netflix,WWT51RIF4Q,INR,bank
B2593,2025-10-08,15024.0,IRCTC *0912,irctc 0912,8EZRTCKRRH,INR,bank
B2594,2025-10-19,507.0,OLA_LTD,ola,1WIKX2ORFP,INR,bank
B2595,2025-10-26,179.0,IRCTC *0912,irctc 0912,,INR,bank
B2596,2025-10-01,990.0,AMAZON.INDIA/ONLINE,amazon,RKD0UDGXCG,INR,bank
B2597,2025-10-18,5001.0,NETFLIX INDIA CORP,netflix,A7XVE3CBSG,INR,bank
B2598,2025-10-23,793.0,UBER POS-TRANS,uber,F9MLVR78I6,INR,bank
B2599,2025-10-12,992.0,APPLE STORE-INC,apple store,AFCS990CVD,INR,bank
B2600,2025-10-02,195.0,NETFLIX POS-TRANS,netflix,3P66DU2YHN,INR,bank
B2601,2025-11-24,14990.0,NETFLIX-INC,netflix,UDWAPKY5MX,INR,bank
B2602,2025-10-12,14997.0,MYNTRA INDIA *0912,myntra 0912,CSZW2Y8QMV,INR,bank
B2603,2025-11-10,10022.0,ZOMATO INDIA-INC,zomato,U50PMW5CC1,INR,bank
B2604,2025-11-03,25005.0,MYNTRA INDIA-INC,myntra,,INR,bank
B2605,2025-10-20,817.0,GOOGLE PLAY INDIA POS-TRANS,google play,2KAXYWF4HG,INR,bank
B2606,2025-11-19,988.0,FLIPKART *0912,flipkart 0912,RC4W5HW0AL,INR,bank
B2607,2025-11-27,483.0,BOOKMYSHOW POS-TRANS,bookmyshow,GJZZIRNF95,INR,bank
B2608,2025-10-14,5002.0,MAKEMYTRIP_LTD,makemytrip,3NRTBWQQHF,INR,bank
B2609,2025-10-15,10004.0,OLA/ONLINE,ola,C8FEZ5HO7X,INR,bank
B2610,2025-11-20,812.0,BIGBASKET *0912,bigbasket 0912,BO9N6LUMCU,INR,bank
B2611,2025-10-02,323.0,GOOGLEPLAY CORP,googleplay,3VYJPOK1G7,INR,bank
B2612,2025-11-24,25010.0,SPOTIFY CORP,spotify,7Z38PNHRJD,INR,bank
B2613,2025-10-30,285.0,SWIGGY POS-TRANS,swiggy,7X87QKOXY7,INR,bank
B2614,2025-10-14,2484.0,RELIANCE MART *0912,reliance mart 0912,DB1WQQPIE0,INR,bank
B2615,2025-10-06,1511.0,MAKEMYTRIP-INC,makemytrip,UHJPJHIJK0,INR,bank
B2616,2025-11-29,14999.0,AMAZONINDIA-INC,amazonindia,CSXRXR0HAP,INR,bank
B2617,2025-11-11,1490.0,IRCTC POS-TRANS,irctc,N6DLATHNGU,INR,bank
B2618,2025-11-11,1494.0,MYNTRA-INC,myntra,114DXRU0KJ,INR,bank
B2619,2025-10-10,485.0,SPOTIFY CORP,spotify,0DJCVC6IB9,INR,bank
B2620,2025-10-22,15029.0,BIGBASKET INDIA/ONLINE,bigbasket,,INR,bank
B2621,2025-10-14,2506.0,APPLE STORE INDIA-INC,apple store,AIBSGO2M9S,INR,bank
B2622,2025-11-05,4996.0,MYNTRA/ONLINE,myntra,5S61P67AXL,INR,bank
B2623,2025-11-11,996.0,INDIGO CORP,indigo,R7OF27FVO9,INR,bank
B2624,2025-10-26,4980.0,SWIGGY-INC,swiggy,Q0ZINX3LA4,INR,bank
B2625,2025-10-30,1470.0,APPLESTORE/ONLINE,applestore,9T8FOCB6OD,INR,bank
B2626,2025-11-13,503.0,IRCTC POS-TRANS,irctc,V37TWUIRY8,INR,bank
B2627,2025-10-16,15013.0,AIR.INDIA POS-TRANS,air,ZA5RBJE7L3,INR,bank
B2628,2025-11-13,24980.0,IRCTC_LTD,irctc,,INR,bank
B2629,2025-11-26,1525.0,SPOTIFY *0912,spotify 0912,JDVQVNPLBT,INR,bank
B2630,2025-09-30,196.0,AIR-INC,air,,INR,bank
B2631,2025-11-29,10003.0,ZOMATO INDIA POS-TRANS,zomato,W5GPD7UVMU,INR,bank
B2632,2025-11-11,2503.0,NETFLIX_LTD,netflix,XAQQ5V49HB,INR,bank
B2633,2025-10-30,199.0,GOOGLE.PLAY *0912,google play 0912,1GKH04COHV,INR,bank
B2634,2025-11-24,24984.0,GOOGLE PLAY INDIA-INC,google play,MBV4DHZNEY,INR,bank
B2635,2025-11-23,808.0,FLIPKART-INC,flipkart,Q45FJY2T4D,INR,bank
B2636,2025-11-28,804.0,OLA/ONLINE,ola,SWNSHW8IXK,INR,bank
B2637,2025-10-07,25007.0,FLIPKART CORP,flipkart,4NX64OO9OC,INR,bank
B2638,2025-11-06,820.0,APPLE-INC,apple,HKXQ2ONRPP,INR,bank
B2639,2025-11-27,809.0,AIR INDIA CORP,air,RE4MSF0JI2,INR,bank
B2640,2025-11-10,490.0,AMAZONINDIA CORP,amazonindia,FVYSYL3KCI,INR,bank
B2641,2025-10-28,809.0,OLA_LTD,ola,,INR,bank
B2642,2025-11-02,10012.0,PAYTMMALL *0912,paytmmall 0912,8RD741RPWB,INR,bank
B2643,2025-10-23,496.0,APPLE STORE INDIA *0912,apple store 0912,UJ1MW8V8KN,INR,bank
B2644,2025-11-02,25012.0,AMAZON INDIA INDIA POS-TRANS,amazon,1X1PGGCAJA,INR,bank
B2645,2025-11-11,5004.0,INDIGO/ONLINE,indigo,KPAZ413FXG,INR,bank
B2646,2025-10-04,14989.0,BOOKMYSHOW/ONLINE,bookmyshow,7I5YAVHG7H,INR,bank
B2647,2025-10-11,5001.0,IRCTC-INC,irctc,FNTKSV0XDP,INR,bank
B2648,2025-11-13,202.0,BOOKMYSHOW/ONLINE,bookmyshow,XHMTETX64Y,INR,bank
B2649,2025-10-26,10010.0,ZOMATO-INC,zomato,1C6A76YUF6,INR,bank
B2650,2025-10-31,15002.0,BOOKMYSHOW POS-TRANS,bookmyshow,FQ760CVZ4P,INR,bank
B2651,2025-10-09,315.0,MYNTRA/ONLINE,myntra,BPZS6CHFBY,INR,bank
B2652,2025-11-23,1013.0,AMAZON.INDIA-INC,amazon,TEZG1DZ0Z5,INR,bank
B2653,2025-10-29,1504.0,UBER-INC,uber,QRSS8O5P1U,INR,bank
B2654,2025-11-26,1471.0,IRCTC INDIA *0912,irctc 0912,7FCO9WI2H4,INR,bank
B2655,2025-11-21,309.0,GOOGLE PLAY INDIA CORP,google play,S6LZ9X6XGK,INR,bank
B2656,2025-10-14,5018.0,INDIGO CORP,indigo,YO03DY76Q9,INR,bank
B2657,2025-11-10,197.0,AMAZONINDIA/ONLINE,amazonindia,L2XFVW4I19,INR,bank
B2658,2025-11-09,24980.0,UBER *0912,uber 0912,BCJNZIHH6O,INR,bank
B2659,2025-10-20,2510.0,BOOKMYSHOW CORP,bookmyshow,69FKXCWGXQ,INR,bank
B2660,2025-11-15,2498.0,GOOGLE PLAY CORP,google play,WOLJXYXDZH,INR,bank
B2661,2025-10-08,9987.0,MAKEMYTRIP_LTD,makemytrip,2L41ARI5XS,INR,bank
B2662,2025-10-11,783.0,FLIPKART_LTD,flipkart,,INR,bank
B2663,2025-10-26,5016.0,BIGBASKET POS-TRANS,bigbasket,93NC3EDSHK,INR,bank
B2664,2025-10-23,1505.0,RELIANCE MART-INC,reliance mart,L59196JEN0,INR,bank
B2665,2025-10-09,10016.0,INDIGO *0912,indigo 0912,V3NXCUQ1IS,INR,bank
B2666,2025-11-07,212.0,PAYTM MALL INDIA POS-TRANS,paytm mall,2OW9ABDUYC,INR,bank
B2667,2025-10-20,5006.0,MAKEMYTRIP INDIA_LTD,makemytrip,8LCIAZT0WA,INR,bank
B2668,2025-10-15,788.0,FLIPKART INDIA_LTD,flipkart,,INR,bank
B2669,2025-11-24,1505.0,MAKEMYTRIP CORP,makemytrip,LNWWTBJUTF,INR,bank
B2670,2025-10-21,2483.0,ZOMATO-INC,zomato,MI141EXJXE,INR,bank
B2671,2025-11-21,10000.0,NETFLIX_LTD,netflix,HLRVTWZZ6W,INR,bank
B2672,2025-10-05,1506.0,UBER CORP,uber,OFUT39M0C9,INR,bank
B2673,2025-09-30,992.0,SWIGGY-INC,swiggy,8SGQ1QFSE9,INR,bank
B2674,2025-11-23,24994.0,AMAZON INDIA INDIA_LTD,amazon,Y1ULRGYADN,INR,bank
B2675,2025-10-08,4986.0,BIGBASKET *0912,bigbasket 0912,4WDMKFUVUD,INR,bank
B2676,2025-11-30,810.0,GOOGLE PLAY INDIA *0912,google play 0912,99UBVWSNMV,INR,bank
B2677,2025-10-23,4989.0,AIR.INDIA *0912,air 0912,OOQC1J4ETT,INR,bank
B2678,2025-11-02,981.0,GOOGLEPLAY *0912,googleplay 0912,,INR,bank
B2679,2025-11-09,827.0,AMAZONINDIA POS-TRANS,amazonindia,YK5GFMCWPK,INR,bank
B2680,2025-11-22,15002.0,MYNTRA CORP,myntra,HQ0R3YT24B,INR,bank
B2681,2025-11-28,14992.0,GOOGLE CORP,google,KW143INUL2,INR,bank
B2682,2025-10-29,4996.0,APPLE STORE CORP,apple store,,INR,bank
B2683,2025-11-20,4998.0,BOOKMYSHOW_LTD,bookmyshow,EC4OIQWMY8,INR,bank
B2684,2025-11-08,287.0,GOOGLEPLAY_LTD,googleplay,E2TQHDMVOH,INR,bank
B2685,2025-11-19,1009.0,DMART *0912,dmart 0912,91T03OLLW0,INR,bank
B2686,2025-10-09,1487.0,OLA/ONLINE,ola,JWUH3WDDTA,INR,bank
B2687,2025-10-06,9993.0,ZOMATO INDIA_LTD,zomato,KYW4EZXA2L,INR,bank
B2688,2025-11-27,206.0,ZOMATO POS-TRANS,zomato,UDK53SEMCC,INR,bank
B2689,2025-10-21,306.0,IRCTC CORP,irctc,XNPU43HNLW,INR,bank
B2690,2025-11-13,1504.0,AMAZON INDIA POS-TRANS,amazon,2SDE6WGT09,INR,bank
B2691,2025-10-14,10007.0,APPLE STORE INDIA-INC,apple store,XKOGLWPW5E,INR,bank
B2692,2025-10-04,1003.0,MYNTRA CORP,myntra,2Y1BXDDGC7,INR,bank
B2693,2025-10-22,488.0,NETFLIX INDIA_LTD,netflix,KBCRTYYN4Z,INR,bank
B2694,2025-11-26,2479.0,PAYTMMALL POS-TRANS,paytmmall,7DF9AZI2BM,INR,bank
B2695,2025-11-02,9993.0,INDIGO POS-TRANS,indigo,TY80BDDPMW,INR,bank
B2696,2025-10-16,25003.0,BIGBASKET CORP,bigbasket,6YXEHYCN8X,INR,bank
B2697,2025-11-16,488.0,BIGBASKET *0912,bigbasket 0912,4H8CRW7OAL,INR,bank
B2698,2025-11-24,190.0,AMAZON INDIA_LTD,amazon,DS4CSH1KI6,INR,bank
B2699,2025-10-08,10023.0,RELIANCE.MART/ONLINE,reliance mart,,INR,bank
B2700,2025-10-14,285.0,SPOTIFY/ONLINE,spotify,EI4MT6S5ES,INR,bank
B2701,2025-11-14,4986.0,FLIPKART CORP,flipkart,E1EVF9FEY8,INR,bank
B2702,2025-11-11,290.0,OLA-INC,ola,WSBZUQ2R5G,INR,bank
B2703,2025-11-09,2516.0,DMART-INC,dmart,3YHKK2ZPOW,INR,bank
B2704,2025-11-10,212.0,APPLE STORE INDIA_LTD,apple store,3STR1AJHP9,INR,bank
B2705,2025-10-28,1012.0,NETFLIX CORP,netflix,LT99INGNKS,INR,bank
B2706,2025-10-07,10000.0,BOOKMYSHOW POS-TRANS,bookmyshow,GGL5GPKR9S,INR,bank
B2707,2025-11-18,1508.0,OLA INDIA-INC,ola,C7NQL8FNW9,INR,bank
B2708,2025-10-11,25011.0,ZOMATO/ONLINE,zomato,MZLWCTFZHK,INR,bank
B2709,2025-10-23,483.0,MYNTRA_LTD,myntra,SYI7FUIUAN,INR,bank
B2710,2025-10-02,311.0,SPOTIFY-INC,spotify,NZUTM11337,INR,bank
B2711,2025-11-12,509.0,APPLE STORE *0912,apple store 0912,LB5PHZQ9QG,INR,bank
B2712,2025-11-01,2493.0,MAKEMYTRIP *0912,makemytrip 0912,VZLVNCQLEE,INR,bank
B2713,2025-11-27,2496.0,UBER INDIA *0912,uber 0912,YJCRHNSJ53,INR,bank
B2714,2025-11-11,194.0,IRCTC POS-TRANS,irctc,WLXV8LXQZR,INR,bank
B2715,2025-10-31,294.0,NETFLIX INDIA POS-TRANS,netflix,ORWEKOS8Y8,INR,bank
B2716,2025-10-12,501.0,MYNTRA INDIA/ONLINE,myntra,,INR,bank
B2717,2025-11-28,4987.0,AIR INDIA/ONLINE,air,,INR,bank
B2718,2025-11-03,24986.0,FLIPKART POS-TRANS,flipkart,RWU40RJH7Q,INR,bank
B2719,2025-11-16,5006.0,GOOGLEPLAY CORP,googleplay,,INR,bank
B2720,2025-10-31,310.0,RELIANCE.MART-INC,reliance mart,JA36340MZG,INR,bank
B2721,2025-11-02,200.0,AMAZON.INDIA *0912,amazon 0912,XCZVQDV0HW,INR,bank
B2722,2025-10-02,994.0,MYNTRA *0912,myntra 0912,,INR,bank
B2723,2025-10-08,5017.0,IRCTC_LTD,irctc,68CF0Y19Q1,INR,bank
B2724,2025-11-10,775.0,DMART-INC,dmart,AEGOPAIV98,INR,bank
B2725,2025-10-24,10002.0,IRCTC-INC,irctc,ENWHX4ACW9,INR,bank
B2726,2025-11-25,294.0,APPLE STORE INDIA/ONLINE,apple store,4NMHV6SNEJ,INR,bank
B2727,2025-11-11,2500.0,APPLE STORE INDIA/ONLINE,apple store,NRUJWFJDR9,INR,bank
B2728,2025-10-14,4992.0,APPLE POS-TRANS,apple,S1X752T4YV,INR,bank
B2729,2025-11-06,1002.0,PAYTMMALL CORP,paytmmall,5B3QXE05FO,INR,bank
B2730,2025-10-11,209.0,DMART INDIA-INC,dmart,FUJ50V6CTD,INR,bank
B2731,2025-10-24,25003.0,GOOGLE PLAY/ONLINE,google play,3MBECYWSZ8,INR,bank
B2732,2025-10-22,811.0,PAYTMMALL *0912,paytmmall 0912,E4ELGFP18I,INR,bank
B2733,2025-11-01,2504.0,ZOMATO_LTD,zomato,W25DOMZC38,INR,bank
B2734,2025-11-24,313.0,APPLE.STORE *0912,apple store 0912,SS13HD5S7G,INR,bank
B2735,2025-10-01,1501.0,OLA POS-TRANS,ola,HUC4VBY4TW,INR,bank
B2736,2025-11-21,5018.0,IRCTC POS-TRANS,irctc,I1A2HPDGWT,INR,bank
B2737,2025-11-09,1497.0,SWIGGY CORP,swiggy,B7DVLO4VIF,INR,bank
B2738,2025-11-03,1498.0,INDIGO-INC,indigo,F8WNTA0ZJN,INR,bank
B2739,2025-11-13,298.0,AMAZON_LTD,amazon,NTXY6EK12Y,INR,bank
B2740,2025-11-02,507.0,NETFLIX CORP,netflix,,INR,bank
B2741,2025-11-02,310.0,AMAZONINDIA-INC,amazonindia,G9II3010EX,INR,bank
B2742,2025-10-21,9990.0,SPOTIFY/ONLINE,spotify,STXJX7AY0W,INR,bank
B2743,2025-11-12,296.0,BIGBASKET POS-TRANS,bigbasket,,INR,bank
B2744,2025-11-13,25013.0,DMART-INC,dmart,EV1IRAXXPQ,INR,bank
B2745,2025-10-05,1016.0,AIR INDIA INDIA CORP,air,V76X1O8QOV,INR,bank
B2746,2025-10-06,15010.0,FLIPKART-INC,flipkart,JZ4S4A615I,INR,bank
B2747,2025-10-11,4987.0,AMAZON INDIA *0912,amazon 0912,TK2K6FU0GH,INR,bank
B2748,2025-10-03,790.0,MAKEMYTRIP *0912,makemytrip 0912,XX3J189MC2,INR,bank
B2749,2025-10-23,1497.0,SWIGGY POS-TRANS,swiggy,RP2OYVUS6H,INR,bank
B2750,2025-10-02,1010.0,MYNTRA-INC,myntra,ALLVYV18HS,INR,bank
B2751,2025-10-02,4983.0,SWIGGY_LTD,swiggy,AUZ2JM1JUO,INR,bank
B2752,2025-10-09,509.0,MAKEMYTRIP CORP,makemytrip,VR6BRCPCSL,INR,bank
B2753,2025-11-19,25012.0,INDIGO POS-TRANS,indigo,1OPPAB9I8V,INR,bank
B2754,2025-11-10,2488.0,RELIANCE MART_LTD,reliance mart,5YO5CTC0MP,INR,bank
B2755,2025-11-25,1491.0,MYNTRA CORP,myntra,7SOVXOH10S,INR,bank
B2756,2025-10-27,179.0,DMART CORP,dmart,D8BZDOJVIH,INR,bank
B2757,2025-11-30,24998.0,PAYTM MALL INDIA/ONLINE,paytm mall,RXNRHAX4R2,INR,bank
B2758,2025-10-30,15009.0,UBER CORP,uber,ZTNB67EMM1,INR,bank
B2759,2025-10-11,9997.0,AIR CORP,air,4USTRT3TF4,INR,bank
B2760,2025-10-27,1006.0,OLA INDIA-INC,ola,YJYISL9LG2,INR,bank
B2761,2025-11-19,9985.0,ZOMATO/ONLINE,zomato,IB06RNGBPI,INR,bank
B2762,2025-10-16,284.0,IRCTC/ONLINE,irctc,FCYFJ6DVWM,INR,bank
B2763,2025-11-19,186.0,AMAZONINDIA-INC,amazonindia,IML6FF06YS,INR,bank
B2764,2025-10-16,10022.0,APPLE STORE/ONLINE,apple store,CRVG20ZYU4,INR,bank
B2765,2025-10-13,9982.0,UBER/ONLINE,uber,,INR,bank
B2766,2025-11-09,189.0,INDIGO CORP,indigo,1UZE54196H,INR,bank
B2767,2025-11-23,516.0,APPLE POS-TRANS,apple,N0XN6ZX5K9,INR,bank
B2768,2025-11-09,791.0,DMART INDIA CORP,dmart,QXZXY07XNB,INR,bank
B2769,2025-11-20,214.0,MYNTRA POS-TRANS,myntra,NHQ5FBZNRC,INR,bank
B2770,2025-11-12,10003.0,UBER_LTD,uber,GBQ9LDDO3P,INR,bank
B2771,2025-11-22,292.0,ZOMATO INDIA-INC,zomato,RZETQIBUIJ,INR,bank
B2772,2025-11-09,5014.0,SWIGGY/ONLINE,swiggy,2W7RBEAJ0T,INR,bank
B2773,2025-10-25,2498.0,RELIANCE MART_LTD,reliance mart,7VB6339A0B,INR,bank
B2774,2025-11-26,25011.0,PAYTM_LTD,paytm,,INR,bank
B2775,2025-10-30,4976.0,APPLESTORE/ONLINE,applestore,OID9AWUZE7,INR,bank
B2776,2025-11-23,9985.0,MYNTRA CORP,myntra,94SKZJRW5W,INR,bank
B2777,2025-11-23,2498.0,OLA_LTD,ola,978NDFO3I3,INR,bank
B2778,2025-10-13,14992.0,APPLE STORE-INC,apple store,0LERN0Y7FS,INR,bank
B2779,2025-10-10,4988.0,RELIANCEMART *0912,reliancemart 0912,MOCQUMGDWA,INR,bank
B2780,2025-10-13,1001.0,DMART/ONLINE,dmart,KQQKRP9DU1,INR,bank
B2781,2025-10-27,14977.0,MAKEMYTRIP *0912,makemytrip 0912,26R9ER8D7M,INR,bank
B2782,2025-10-31,25024.0,SWIGGY CORP,swiggy,QDPLOKIKAH,INR,bank
B2783,2025-11-25,1478.0,INDIGO/ONLINE,indigo,0CVN3W34QS,INR,bank
B2784,2025-11-10,307.0,AMAZON INDIA INDIA/ONLINE,amazon,W2UKUDOTAC,INR,bank
B2785,2025-10-29,15002.0,ZOMATO-INC,zomato,3F1M12Z2FS,INR,bank
B2786,2025-10-05,2521.0,FLIPKART POS-TRANS,flipkart,FDDI0VR7Z9,INR,bank
B2787,2025-10-15,15000.0,RELIANCE.MART *0912,reliance mart 0912,G6OO9MBBSS,INR,bank
B2788,2025-11-22,2514.0,PAYTM MALL INDIA_LTD,paytm mall,G4I6E8IKRO,INR,bank
B2789,2025-11-16,15020.0,APPLE STORE INDIA_LTD,apple store,3CC7H1BLI0,INR,bank
B2790,2025-11-24,988.0,AIR.INDIA_LTD,air,,INR,bank
B2791,2025-11-21,14985.0,IRCTC *0912,irctc 0912,GG545XO3VY,INR,bank
B2792,2025-10-19,982.0,SPOTIFY-INC,spotify,0Z9SSD8NCH,INR,bank
B2793,2025-10-05,1479.0,SPOTIFY/ONLINE,spotify,,INR,bank
B2794,2025-11-12,509.0,OLA INDIA_LTD,ola,MM1FDPYR0Y,INR,bank
B2795,2025-11-09,976.0,RELIANCEMART-INC,reliancemart,YJSH964JPV,INR,bank
B2796,2025-10-31,24994.0,NETFLIX-INC,netflix,WLI1B2CGLX,INR,bank
B2797,2025-10-27,2486.0,INDIGO_LTD,indigo,PA8Y5XLB8X,INR,bank
B2798,2025-10-31,1501.0,RELIANCEMART CORP,reliancemart,EIDMBT8C41,INR,bank
B2799,2025-10-20,10002.0,MYNTRA INDIA/ONLINE,myntra,,INR,bank
B2800,2025-11-09,25013.0,BIGBASKET_LTD,bigbasket,5IELYZQUD4,INR,bank
B2801,2025-10-08,2499.0,MYNTRA CORP,myntra,RPB0VDMAQT,INR,bank
B2802,2025-11-12,10011.0,GOOGLE PLAY INDIA-INC,google play,C93SPGBQRB,INR,bank
B2803,2025-10-24,25007.0,NETFLIX INDIA/ONLINE,netflix,1H8AZ95Q1M,INR,bank
B2804,2025-11-20,207.0,GOOGLE.PLAY POS-TRANS,google play,ZBWO2I7AUJ,INR,bank
B2805,2025-10-29,311.0,NETFLIX/ONLINE,netflix,I2461772OE,INR,bank
B2806,2025-10-16,286.0,MAKEMYTRIP POS-TRANS,makemytrip,0Q3G4KIUKV,INR,bank
B2807,2025-11-28,2502.0,UBER/ONLINE,uber,8S5NYUM8H1,INR,bank
B2808,2025-10-30,4992.0,GOOGLEPLAY CORP,googleplay,UJVPQN873Q,INR,bank
B2809,2025-11-07,1010.0,BIGBASKET *0912,bigbasket 0912,,INR,bank
B2810,2025-10-17,15010.0,SWIGGY INDIA POS-TRANS,swiggy,O17NZLA4H2,INR,bank
B2811,2025-10-17,9984.0,NETFLIX POS-TRANS,netflix,2X1T7MSE4N,INR,bank
B2812,2025-11-30,203.0,INDIGO INDIA_LTD,indigo,GGZQEE6MH5,INR,bank
B2813,2025-10-14,14996.0,INDIGO INDIA_LTD,indigo,8VR134F2RQ,INR,bank
B2814,2025-10-14,306.0,PAYTM.MALL POS-TRANS,paytm mall,SIMA13BAR0,INR,bank
B2815,2025-11-01,798.0,INDIGO/ONLINE,indigo,PEW185GF7W,INR,bank
B2816,2025-11-23,217.0,AIR INDIA POS-TRANS,air,9QKF04XEYT,INR,bank
B2817,2025-11-10,2493.0,APPLE STORE/ONLINE,apple store,61F5A6M6Z3,INR,bank
B2818,2025-11-04,208.0,GOOGLE *0912,google 0912,FO2LO39O3Y,INR,bank
B2819,2025-11-19,24998.0,AIR INDIA CORP,air,,INR,bank
B2820,2025-10-12,5000.0,PAYTM/ONLINE,paytm,P7WAHYIEMF,INR,bank
B2821,2025-10-04,1491.0,RELIANCE_LTD,reliance,,INR,bank
B2822,2025-10-01,2518.0,ZOMATO INDIA/ONLINE,zomato,P6VH7D0Z2F,INR,bank
B2823,2025-11-04,495.0,INDIGO *0912,indigo 0912,,INR,bank
B2824,2025-10-14,200.0,OLA INDIA CORP,ola,0WUWT1K389,INR,bank
B2825,2025-11-03,500.0,BIGBASKET-INC,bigbasket,ZLFOF62P73,INR,bank
B2826,2025-10-17,180.0,BIGBASKET CORP,bigbasket,2HLLS6IHOR,INR,bank
B2827,2025-10-24,2514.0,BIGBASKET/ONLINE,bigbasket,JD6NOTIFEH,INR,bank
B2828,2025-10-05,219.0,MYNTRA POS-TRANS,myntra,BDBJ8PRE1B,INR,bank
B2829,2025-10-23,519.0,BOOKMYSHOW_LTD,bookmyshow,ZJYOLD83W3,INR,bank
B2830,2025-10-05,2496.0,SWIGGY *0912,swiggy 0912,,INR,bank
B2831,2025-10-28,9991.0,OLA_LTD,ola,297BIELH7I,INR,bank
B2832,2025-11-15,1520.0,NETFLIX/ONLINE,netflix,IAJNR1FQHZ,INR,bank
B2833,2025-10-16,4988.0,ZOMATO POS-TRANS,zomato,,INR,bank
B2834,2025-10-05,4989.0,OLA *0912,ola 0912,NHS1JQR54L,INR,bank
B2835,2025-10-25,801.0,BOOKMYSHOW POS-TRANS,bookmyshow,,INR,bank
B2836,2025-10-24,815.0,NETFLIX *0912,netflix 0912,VIK4W9TAW1,INR,bank
B2837,2025-11-11,304.0,IRCTC_LTD,irctc,O47GGAR51K,INR,bank
B2838,2025-11-01,1008.0,GOOGLE PLAY *0912,google play 0912,9V5IMWVXRU,INR,bank
B2839,2025-11-23,517.0,OLA INDIA CORP,ola,,INR,bank
B2840,2025-11-22,1512.0,MAKEMYTRIP/ONLINE,makemytrip,A7JW83KJ0D,INR,bank
B2841,2025-10-25,4978.0,PAYTM MALL INDIA/ONLINE,paytm mall,UZANRTTUZ5,INR,bank
B2842,2025-10-06,797.0,OLA *0912,ola 0912,OQMPRE4HH6,INR,bank
B2843,2025-11-02,1519.0,INDIGO-INC,indigo,8L6WB6GMY0,INR,bank
B2844,2025-11-13,286.0,APPLE STORE-INC,apple store,B5C0MDY73J,INR,bank
B2845,2025-10-04,979.0,PAYTM MALL INDIA CORP,paytm mall,X0729SV4O5,INR,bank
B2846,2025-11-06,2480.0,NETFLIX POS-TRANS,netflix,L09B4VG02E,INR,bank
B2847,2025-11-30,499.0,MAKEMYTRIP *0912,makemytrip 0912,YMBECTZSXZ,INR,bank
B2848,2025-10-02,986.0,OLA INDIA-INC,ola,G0A0QQ0756,INR,bank
B2849,2025-10-31,24999.0,MYNTRA INDIA/ONLINE,myntra,,INR,bank
