id,date,amount,merchant,reference,currency
L2373,2025-10-05,9990,Air India,9KY1QK1GQY,INR
L2374,2025-11-15,312,Amazon India,TWTVG2IMED,INR
L2375,2025-10-05,10012,Reliance Mart,BZ4670A2KM,INR
L2376,2025-10-10,14996,Myntra,E7CDRIDB5U,INR
L2377,2025-10-24,798,MakeMyTrip,ZJCW9GZOUI,INR
L2378,2025-11-28,2483,IRCTC,OCRKCKCK19,INR
L2379,2025-10-15,992,MakeMyTrip,RS05XZ9VVB,INR
L2380,2025-11-02,181,Ola,B71HF54N0P,INR
L2381,2025-10-19,2519,Uber,NP0JHERB13,INR
L2382,2025-11-26,2488,Paytm Mall,7DF9AZI2BM,INR
L2383,2025-10-24,1010,Ola,XH7Y76H1CF,INR
L2384,2025-11-17,1014,Swiggy,KSN3SCHUT4,INR
L2385,2025-11-16,15008,Air India,XSUHEM9GO3,INR
L2386,2025-11-06,506,Amazon India,0NJL5WMCP0,INR
L2387,2025-10-02,980,Netflix,90I2LTJ845,INR
L2388,2025-11-17,784,Uber,EW9M8CJN2Y,INR
L2389,2025-10-21,513,Reliance Mart,B15QHLDAC5,INR
L2390,2025-10-28,2492,Spotify,CLXHQACGHR,INR
L2391,2025-10-19,25012,IndiGo,QN0WBAE1I7,INR
L2392,2025-10-11,2494,Uber,AEDVXJGKAO,INR
L2393,2025-11-25,2516,Amazon India,S7YSPFQGZ8,INR
L2394,2025-11-01,503,Myntra,PPT2KFPJK0,INR
L2395,2025-10-12,293,Swiggy,TK76Y3E3YS,INR
L2396,2025-10-15,5018,Reliance Mart,K193WXLIK2,INR
L2397,2025-10-03,786,Netflix,1VD9HD56IG,INR
L2398,2025-11-21,2518,IRCTC,77ZKVD1JS1,INR
L2399,2025-10-01,9992,Netflix,U9QNEMCDRM,INR
L2400,2025-10-08,10015,Uber,0M7UXSML7P,INR
L2401,2025-11-28,218,Swiggy,3KSE1H5PC4,INR
L2402,2025-10-06,514,Ola,IA313P62V0,INR
L2403,2025-10-31,181,IndiGo,YLSJOEVG2Y,INR
L2404,2025-10-17,982,Swiggy,DCV2IR99RT,INR
L2405,2025-10-27,1496,IndiGo,6CQGFCTE1X,INR
L2406,2025-10-14,2500,Amazon India,NUW40JZZ3H,INR
L2407,2025-10-09,24996,Ola,E37WAP9BBR,INR
L2408,2025-10-29,25015,Myntra,A1WVZO8KFP,INR
L2409,2025-10-20,313,IRCTC,XNPU43HNLW,INR
L2410,2025-10-22,2509,IndiGo,LF4F2QRBWT,INR
L2411,2025-11-22,294,Paytm Mall,GJTVR7TRZ4,INR
L2412,2025-10-02,1479,MakeMyTrip,6NS46O9HY5,INR
L2413,2025-11-02,198,Swiggy,8LKYRCIU4O,INR
L2414,2025-11-11,14998,BookMyShow,15A0BRMW99,INR
L2415,2025-11-18,1483,Reliance Mart,KYBVFQ3UHG,INR
L2416,2025-11-25,1503,Spotify,L7IPYKNXGX,INR
L2417,2025-11-28,9992,Flipkart,D1MQOUE1GL,INR
L2418,2025-11-17,797,Spotify,LHL8K4R6P0,INR
L2419,2025-10-01,306,Amazon India,4K3QRTKTUU,INR
L2420,2025-11-07,14997,BigBasket,WIPXHUL0O7,INR
L2421,2025-10-30,2485,Uber,QXIRPQOSEK,INR
L2422,2025-11-28,10006,Zomato,W5GPD7UVMU,INR
L2423,2025-10-08,813,Air India,99TLNHCI2T,INR
L2424,2025-11-24,482,Myntra,JWP8BOY9OP,INR
L2425,2025-10-18,289,IndiGo,QRKJ9XUDND,INR
L2426,2025-10-01,1500,MakeMyTrip,XKREUQDO2R,INR
L2427,2025-10-04,2504,Zomato,IU7BIV7FUA,INR
L2428,2025-10-22,5003,Myntra,CPC5GZ0S19,INR
L2429,2025-11-22,299,Swiggy,NUD2F7HK0R,INR
L2430,2025-11-19,799,Swiggy,G66WORO5A8,INR
L2431,2025-11-18,10007,Paytm Mall,PFCLDXALON,INR
L2432,2025-10-06,14986,BigBasket,5CKKE5EG4N,INR
L2433,2025-10-31,1003,Google Play,9V5IMWVXRU,INR
L2434,2025-10-27,2508,Zomato,DCEGGYQNPZ,INR
L2435,2025-11-04,10010,Uber,OP8NOVTOHW,INR
L2436,2025-11-01,2491,Flipkart,MN7T3YM9RI,INR
L2437,2025-10-01,2515,Myntra,2ADNI9T5R6,INR
L2438,2025-10-04,490,Flipkart,9G3Q6U4BVP,INR
L2439,2025-10-24,291,MakeMyTrip,TZVCGSYOXN,INR
L2440,2025-10-17,2516,Spotify,DXY3Z53R1G,INR
L2441,2025-10-14,196,Ola,0WUWT1K389,INR
L2442,2025-11-06,15011,Reliance Mart,NA30BOE8UY,INR
L2443,2025-10-11,1509,Zomato,7OL4P12RC6,INR
L2444,2025-10-26,195,IRCTC,YTMPPHJM3Q,INR
L2445,2025-11-04,209,Apple Store,H9LAZX7FES,INR
L2446,2025-10-04,198,Amazon India,FTLR5PYKYY,INR
L2447,2025-11-25,2491,BookMyShow,5R1480S423,INR
L2448,2025-11-19,24991,Ola,WIM5S5DL8Q,INR
L2449,2025-11-23,2485,Netflix,9NI3Z6GWEB,INR
L2450,2025-11-12,2483,Spotify,TFWVLKZ2CU,INR
L2451,2025-10-12,983,Zomato,URZ68IKNKS,INR
L2452,2025-10-25,2510,Netflix,S3MOK8AKX2,INR
L2453,2025-10-04,801,Swiggy,96ORIDT9HQ,INR
L2454,2025-11-10,1018,Spotify,QF9DALOPDO,INR
L2455,2025-10-22,2485,Ola,D1BFTRZBZG,INR
L2456,2025-10-12,981,BigBasket,9M4UWM95YS,INR
L2457,2025-10-05,980,Paytm Mall,X0729SV4O5,INR
L2458,2025-10-10,1012,IndiGo,XCKEWL8GX7,INR
L2459,2025-11-08,780,Spotify,68LU9CIB89,INR
L2460,2025-11-08,2497,IRCTC,6DUGRU2WB9,INR
L2461,2025-10-09,498,Spotify,ZD0136NNMB,INR
L2462,2025-10-05,2519,MakeMyTrip,1GMJRTO8LG,INR
L2463,2025-10-05,5001,Paytm Mall,821PX9XGNK,INR
L2464,2025-11-10,9997,Reliance Mart,E06K1EKQS1,INR
L2465,2025-11-09,25014,MakeMyTrip,7JGFYP8ZTE,INR
L2466,2025-10-27,189,Paytm Mall,8PBZRNQYCI,INR
L2467,2025-11-01,314,Amazon India,G9II3010EX,INR
L2468,2025-10-03,24981,Apple Store,X42HPZ67SY,INR
L2469,2025-10-09,517,Netflix,EUMBYM55CJ,INR
L2470,2025-10-22,2496,Reliance Mart,EQ7V2EYE35,INR
L2471,2025-11-28,1000,BigBasket,UXU3M9DCWO,INR
L2472,2025-11-01,14981,Ola,MJSMDDMOOW,INR
L2473,2025-11-29,2495,DMart,45Y4YAGR5X,INR
L2474,2025-10-01,24980,IndiGo,38ZMBB8FCX,INR
L2475,2025-11-03,812,BookMyShow,XQXQDGIUK5,INR
L2476,2025-11-07,212,Paytm Mall,2OW9ABDUYC,INR
L2477,2025-11-03,314,Myntra,DTCBMWEDZF,INR
L2478,2025-11-22,24998,Ola,P90TS0XGL0,INR
L2479,2025-10-02,803,Netflix,7JXAIQ6WQE,INR
L2480,2025-11-08,15000,Paytm Mall,6G70CCE125,INR
L2481,2025-11-29,24982,Amazon India,TUW3I2LIJU,INR
L2482,2025-10-10,9992,Spotify,OOLVGDSYA2,INR
L2483,2025-11-28,5014,Paytm Mall,1FFSX0IYFC,INR
L2484,2025-10-20,2517,Air India,UNACTI9IV8,INR
L2485,2025-11-01,15008,Myntra,CSL6V34DQ7,INR
L2486,2025-10-31,180,Ola,YLMFB9VCCT,INR
L2487,2025-11-25,10018,Amazon India,67EHU0ZXBG,INR
L2488,2025-11-24,1499,MakeMyTrip,LNWWTBJUTF,INR
L2489,2025-10-14,2486,Paytm Mall,6AE50TKVD7,INR
L2490,2025-10-13,1493,Flipkart,HGCDIXR0LW,INR
L2491,2025-11-29,15016,Spotify,452KSNUXKB,INR
L2492,2025-10-28,25003,Reliance Mart,NTGMI0XM2M,INR
L2493,2025-10-07,797,IRCTC,D0EVR6EIAY,INR
L2494,2025-11-19,1005,Swiggy,TLKFM1LYTV,INR
L2495,2025-11-15,293,Uber,ZR8GMOLKAQ,INR
L2496,2025-11-23,316,Apple Store,SS13HD5S7G,INR
L2497,2025-10-02,515,Swiggy,E3ETVMXEU4,INR
L2498,2025-11-11,10015,Swiggy,OG6TPTOQ0T,INR
L2499,2025-11-20,282,Netflix,OED6O3KXSE,INR
L2500,2025-11-13,24990,Paytm Mall,9DJF3LESXU,INR
L2501,2025-10-11,10009,BigBasket,Y0XRJWKP7C,INR
L2502,2025-11-15,10001,IndiGo,E2QXR1WYMD,INR
L2503,2025-11-19,485,MakeMyTrip,VGOJ23737J,INR
L2504,2025-10-13,24980,Amazon India,QV199GFJMY,INR
L2505,2025-11-13,304,Apple Store,D65Z06I5SM,INR
L2506,2025-10-16,1492,Spotify,7LLR28W5QK,INR
L2507,2025-10-03,509,Air India,1WYRZ336RI,INR
L2508,2025-11-22,207,Air India,6K2SPXHT3B,INR
L2509,2025-10-20,318,Spotify,6LTK2PH2LW,INR
L2510,2025-11-05,501,Swiggy,ZAB5YCAPRB,INR
L2511,2025-11-18,4987,BookMyShow,0W7GIX7244,INR
L2512,2025-10-01,298,IndiGo,PW4BTYMIX9,INR
L2513,2025-10-15,14983,Uber,DUC3RZDFFP,INR
L2514,2025-10-24,1498,BookMyShow,SL0GZRXKNN,INR
L2515,2025-11-16,817,Zomato,NM8R8762QG,INR
L2516,2025-11-02,983,Myntra,J8C992A6UN,INR
L2517,2025-10-04,1009,Myntra,2Y1BXDDGC7,INR
L2518,2025-10-27,1012,Google Play,931GGAIF9I,INR
L2519,2025-11-14,25010,Netflix,TIWF7R84OH,INR
L2520,2025-11-11,304,MakeMyTrip,L6MD7AT0V7,INR
L2521,2025-11-16,1493,Flipkart,ESB5KY5FTE,INR
L2522,2025-11-25,1497,Google Play,LPAS26CX7F,INR
L2523,2025-10-23,9980,Ola,5WPHW8KEKP,INR
L2524,2025-10-12,810,Reliance Mart,RPWL9X502S,INR
L2525,2025-10-17,2494,IRCTC,MBQW9HSPFU,INR
L2526,2025-11-03,10006,Ola,0ODORM3TT7,INR
L2527,2025-11-21,9986,MakeMyTrip,04R3FEHWAD,INR
L2528,2025-11-18,312,BookMyShow,MSL9JZ0HKI,INR
L2529,2025-11-25,15008,BigBasket,F5H0RW6ESH,INR
L2530,2025-11-11,4994,Spotify,R4BUTETEPM,INR
L2531,2025-10-18,807,MakeMyTrip,NZIY8VCD95,INR
L2532,2025-10-17,1481,Ola,RVUBVUFDXA,INR
L2533,2025-10-04,781,IRCTC,NAMPQ3H8TD,INR
L2534,2025-10-04,999,Google Play,ZQUNA6N45K,INR
L2535,2025-11-17,292,Air India,XL7WWBF91Z,INR
L2536,2025-11-05,202,BigBasket,RHMSZ7WSWQ,INR
L2537,2025-11-26,24996,Ola,27VGESG0CN,INR
L2538,2025-10-20,14995,Uber,ZCAW8369OB,INR
L2539,2025-10-09,1492,Ola,JWUH3WDDTA,INR
L2540,2025-11-11,2511,IRCTC,ZCNY53I95C,INR
L2541,2025-11-21,813,Ola,MFKKN8AD51,INR
L2542,2025-11-12,514,BookMyShow,1A39C056QW,INR
L2543,2025-11-11,783,DMart,AEGOPAIV98,INR
L2544,2025-11-17,1511,BookMyShow,IH10UUF3FU,INR
L2545,2025-11-24,789,Netflix,9QTLN6AKBF,INR
L2546,2025-11-11,14981,Apple Store,21Q2QL1FGK,INR
L2547,2025-10-04,805,Spotify,CRH9X3S3NP,INR
L2548,2025-11-08,5006,Swiggy,2W7RBEAJ0T,INR
L2549,2025-11-22,213,Myntra,WD486USEY0,INR
L2550,2025-11-24,24989,Apple Store,9IJEBC3ZE6,INR
L2551,2025-10-26,9979,BigBasket,AJ3VD5Y44X,INR
L2552,2025-11-10,1005,Ola,TY3VWUBQSO,INR
L2553,2025-11-12,506,Netflix,7HXQI9B5GJ,INR
L2554,2025-11-29,799,Flipkart,8IIR8VNQQY,INR
L2555,2025-11-04,15009,IndiGo,W5T43RG588,INR
L2556,2025-10-05,480,MakeMyTrip,SDC9DB04IC,INR
L2557,2025-10-26,1512,Spotify,1TKNG2FAK9,INR
L2558,2025-11-26,14994,Google Play,5B7GUJCJJK,INR
L2559,2025-10-31,2487,Reliance Mart,PTLVR995DR,INR
L2560,2025-10-26,24980,Netflix,6DN3HAO42X,INR
L2561,2025-11-19,25004,BigBasket,I3HF6NEGJG,INR
L2562,2025-10-21,196,Apple Store,INYXFBCYH4,INR
L2563,2025-10-20,310,Paytm Mall,ZAP6DPE76M,INR
L2564,2025-11-11,204,BookMyShow,J0WA1WXWGD,INR
L2565,2025-10-12,14984,Spotify,EKSLZFMD6E,INR
L2566,2025-11-20,807,Ola,OB31JKHI7V,INR
L2567,2025-11-11,4983,Ola,TJBYO5FG4A,INR
L2568,2025-11-11,9990,Netflix,LPB1AKYBWR,INR
L2569,2025-11-10,2508,BookMyShow,9LWA3BQMNE,INR
L2570,2025-10-22,1007,MakeMyTrip,4JCLNPE9MR,INR
L2571,2025-11-24,2502,BigBasket,WM4QE8FS2T,INR
L2572,2025-11-03,10013,Reliance Mart,2QP6VEPPEI,INR
L2573,2025-10-21,24985,Swiggy,FVAAKZH3U2,INR
L2574,2025-11-17,1002,Myntra,37AECAXBDL,INR
L2575,2025-10-26,5014,Zomato,BWB5HHJXFJ,INR
L2576,2025-10-26,203,Myntra,FYVI6KAB98,INR
L2577,2025-11-10,2515,Swiggy,LGDT8J4M3S,INR
L2578,2025-11-04,281,Zomato,NESSDTC1V9,INR
L2579,2025-10-24,5011,Flipkart,Z9V60ODCBH,INR
L2580,2025-10-19,1514,IndiGo,X4276I0A9U,INR
L2581,2025-11-18,500,BigBasket,KIDWSTYV1Z,INR
L2582,2025-10-28,802,Reliance Mart,IBTLN8QL8N,INR
L2583,2025-11-20,9989,MakeMyTrip,ECSDEOPEVJ,INR
L2584,2025-11-10,317,Flipkart,HVFOFVC3H0,INR
L2585,2025-11-18,1500,Google Play,4YXDZHIK41,INR
L2586,2025-11-09,14987,Amazon India,GSU2MG07FV,INR
L2587,2025-10-11,1512,Uber,EH1ZHKEF6C,INR
L2588,2025-10-12,2481,Air India,703LUSLTB6,INR
L2589,2025-11-18,794,Reliance Mart,Q119IWI1MV,INR
L2590,2025-10-29,24981,Swiggy,XOFIJ0254M,INR
L2591,2025-11-12,809,Spotify,53T2OTN3DB,INR
L2592,2025-11-14,10002,IRCTC,AFJ7JQ322Z,INR
L2593,2025-10-01,2514,MakeMyTrip,NWG315QBWT,INR
L2594,2025-10-29,2480,Air India,C9UMYNTS45,INR
L2595,2025-11-05,24992,Netflix,MGAKND271E,INR
L2596,2025-11-05,24999,Zomato,7P6Y39BEYO,INR
L2597,2025-10-11,802,Zomato,KG18M5M72C,INR
L2598,2025-10-07,9980,Ola,8CDDOAFSTU,INR
L2599,2025-11-30,14986,Air India,ACYJQQO1H4,INR
L2600,2025-10-23,186,MakeMyTrip,B6TDUGUXMG,INR
L2601,2025-10-07,24994,Paytm Mall,C5A1TCL139,INR
L2602,2025-11-17,1015,Paytm Mall,4C3UEZ75GT,INR
L2603,2025-11-02,15003,Uber,BMFUA9C24N,INR
L2604,2025-11-28,993,Swiggy,I3YF161Q5M,INR
L2605,2025-11-12,512,Apple Store,K5B72R42VM,INR
L2606,2025-11-12,9994,Zomato,PWZMV0R18B,INR
L2607,2025-11-05,217,Apple Store,MNIO1FEG0N,INR
L2608,2025-11-22,208,Google Play,Z2Z51QHY5Z,INR
L2609,2025-11-24,180,DMart,9WWX77CEHP,INR
L2610,2025-10-13,14986,MakeMyTrip,SH0GXLOIKT,INR
L2611,2025-11-21,798,Apple Store,UEPG0KNU7B,INR
L2612,2025-11-10,298,Amazon India,W2UKUDOTAC,INR
L2613,2025-11-03,10015,Netflix,2JRRW6EQV0,INR
L2614,2025-11-25,286,Reliance Mart,LZ9GHKBZQ9,INR
L2615,2025-11-04,4998,Myntra,LD6PP3FLH7,INR
L2616,2025-11-19,513,Amazon India,3KEDC5RX3K,INR
L2617,2025-11-28,1512,BigBasket,C5HRS8ZKFC,INR
L2618,2025-11-12,5006,IndiGo,H18WWO74IT,INR
L2619,2025-10-20,24980,DMart,T7S4XCDL8J,INR
L2620,2025-10-25,219,Zomato,5Y0HT0VQT3,INR
L2621,2025-11-29,4986,Netflix,PV5JV1VUGA,INR
L2622,2025-11-01,10012,Swiggy,2L7W4UC7KC,INR
L2623,2025-11-15,14997,Spotify,HVTJFXIKXP,INR
L2624,2025-10-13,282,BigBasket,C5T7FO9W7W,INR
L2625,2025-11-09,1506,IndiGo,S1MY0F6FYQ,INR
L2626,2025-11-25,10017,BigBasket,DL3UULW0ZP,INR
L2627,2025-10-24,14997,Ola,6AW9MPJWSZ,INR
L2628,2025-10-09,813,Swiggy,NUPOY0R4V8,INR
L2629,2025-10-23,513,Google Play,0YRY5SPR29,INR
L2630,2025-11-09,1005,Air India,59XEZO7NMP,INR
L2631,2025-11-21,1513,Paytm Mall,1KBUU03SQ6,INR
L2632,2025-11-24,485,MakeMyTrip,7S6M7GVMH9,INR
L2633,2025-11-28,14997,Spotify,SQQKIYHQM8,INR
L2634,2025-10-09,4980,Ola,4CBZB5VZ95,INR
L2635,2025-10-09,1519,Uber,ZC7JZJPMHZ,INR
L2636,2025-10-01,283,MakeMyTrip,DZRRQ1IMVT,INR
L2637,2025-11-27,9980,Reliance Mart,E6IEEM24LI,INR
L2638,2025-10-21,982,Paytm Mall,3X7TF2LGJB,INR
L2639,2025-11-09,297,Apple Store,XF1OOGX7XB,INR
L2640,2025-10-13,804,Amazon India,YD1RK7G0QE,INR
L2641,2025-10-30,304,IRCTC,HHR1R95F6W,INR
L2642,2025-10-29,819,IRCTC,M9CO1BQ0XN,INR
L2643,2025-10-29,288,Swiggy,7X87QKOXY7,INR
L2644,2025-11-14,498,Netflix,LZQG3YXW0A,INR
L2645,2025-10-03,1512,Myntra,A5YV2GDQQI,INR
L2646,2025-11-10,302,IndiGo,9KDWRP4WGE,INR
L2647,2025-10-17,502,Air India,XVKFESQFBA,INR
L2648,2025-11-02,1514,Spotify,581RM9JC9K,INR
L2649,2025-10-30,182,Myntra,CXVYUWQLXI,INR
L2650,2025-11-16,1483,Netflix,3RNJDWS9ZW,INR
L2651,2025-10-24,4983,Amazon India,L2OQ9997ZL,INR
L2652,2025-11-15,295,Air India,WWQLWZFX55,INR
L2653,2025-11-16,1006,Ola,ZNARXDCZT5,INR
L2654,2025-10-26,197,Reliance Mart,WKWPBYUHWI,INR
L2655,2025-11-08,987,Ola,OMZGEGPJLM,INR
L2656,2025-11-21,24979,IndiGo,UNB6ML33T9,INR
L2657,2025-10-27,14982,Swiggy,K3E4KJAWS7,INR
L2658,2025-10-09,2487,Amazon India,2II7APS7ML,INR
L2659,2025-10-16,24989,Air India,WLZBVYK9E1,INR
L2660,2025-11-13,5016,Flipkart,DBZTC51OIT,INR
L2661,2025-10-31,804,BookMyShow,N385ZTYCOI,INR
L2662,2025-10-29,1511,IRCTC,OMMLS30ZGP,INR
L2663,2025-10-19,4984,IRCTC,R7JZF9TUYE,INR
L2664,2025-11-30,14998,Myntra,AJ7BRSMOPM,INR
L2665,2025-11-27,186,DMart,26HSWUIZ9N,INR
L2666,2025-10-14,9985,Apple Store,QJM1D9Y0HL,INR
L2667,2025-10-16,1005,Zomato,OO8FKZBR99,INR
L2668,2025-10-03,4994,Zomato,1K917V7G4U,INR
L2669,2025-11-17,785,Swiggy,NBP9S1JNG3,INR
L2670,2025-11-05,9986,Uber,KH11LHIFLZ,INR
L2671,2025-10-26,519,Google Play,DP8J8QAVO9,INR
L2672,2025-11-15,1001,Paytm Mall,JJ7W1CZMTS,INR
L2673,2025-10-15,998,Spotify,05YVDVFCKV,INR
L2674,2025-11-13,1011,IndiGo,4XXE26HZ0L,INR
L2675,2025-10-23,303,Air India,OAU4WHJ3YJ,INR
L2676,2025-10-19,24991,Flipkart,WDF835K9UX,INR
L2677,2025-10-22,14980,Reliance Mart,L376YZO2H0,INR
L2678,2025-11-12,2486,Spotify,7OJF3T942J,INR
L2679,2025-10-01,14986,Spotify,R1CLFYFA35,INR
L2680,2025-11-30,10001,Reliance Mart,UK0S21BHC8,INR
L2681,2025-10-01,201,Myntra,9HR9JQH9MC,INR
L2682,2025-10-05,780,DMart,5LASD6K46S,INR
L2683,2025-11-30,513,Flipkart,9YOC7LGOE9,INR
L2684,2025-10-29,505,BigBasket,LUKXV6VBIC,INR
L2685,2025-11-11,307,BookMyShow,M2TU1FN2LX,INR
L2686,2025-10-20,307,IndiGo,3IS7YH4B49,INR
L2687,2025-11-23,1515,IRCTC,AEX436A4HU,INR
L2688,2025-10-27,1480,Paytm Mall,YDNLAIRRW5,INR
L2689,2025-10-16,1479,Reliance Mart,79PXG7NPD0,INR
L2690,2025-10-14,1482,Flipkart,5Q3AZB6JRL,INR
L2691,2025-11-16,1501,Paytm Mall,WY1BRL50FS,INR
L2692,2025-10-26,15018,Swiggy,WP7EIWSTCH,INR
L2693,2025-11-23,519,Apple Store,N0XN6ZX5K9,INR
L2694,2025-10-10,14988,Zomato,M3PJDES3TI,INR
L2695,2025-11-20,808,Swiggy,X8LOTV19W0,INR
L2696,2025-10-04,199,Swiggy,D1ZE5QHM3G,INR
L2697,2025-11-29,5007,Paytm Mall,93NJEOJM8X,INR
L2698,2025-10-08,14991,Netflix,S653NAES6G,INR
L2699,2025-10-12,179,Spotify,HL0CXFV8VL,INR
L2700,2025-11-04,1498,IRCTC,R771WGGGIJ,INR
L2701,2025-10-20,989,Paytm Mall,R1HWOGHDQ4,INR
L2702,2025-11-23,986,Uber,IULCXXAXOT,INR
L2703,2025-11-10,24985,Netflix,A0HRLTJ21V,INR
L2704,2025-11-09,985,Paytm Mall,OGEBEJEB4A,INR
L2705,2025-11-30,305,Swiggy,AWAS4ILTFT,INR
L2706,2025-11-08,1511,Reliance Mart,12133BWLA6,INR
L2707,2025-10-22,14992,Zomato,OBQVIV40BY,INR
L2708,2025-11-25,9988,Netflix,EMXJLL4RZL,INR
L2709,2025-11-08,1483,BookMyShow,Q6YSXF00C6,INR
L2710,2025-11-12,493,IndiGo,ZP9JJ84IXC,INR
L2711,2025-10-12,490,Uber,MRS1LGTX0Y,INR
L2712,2025-11-07,805,Zomato,SFK2H1VOY7,INR
L2713,2025-10-27,1017,DMart,97LGXS689R,INR
L2714,2025-11-05,4989,MakeMyTrip,3E6S1RQPYZ,INR
L2715,2025-10-19,313,Air India,IYEWO2G4L7,INR
L2716,2025-10-19,24979,Swiggy,M3OZRO2OII,INR
L2717,2025-10-28,300,Swiggy,399UECCLP2,INR
L2718,2025-10-29,806,Zomato,F4WTF7KFDV,INR
L2719,2025-10-16,24989,Ola,QS391ANDXK,INR
L2720,2025-11-20,1516,IRCTC,E6O504VLIZ,INR
L2721,2025-10-15,992,IRCTC,AT77SAPFG1,INR
L2722,2025-11-07,2496,MakeMyTrip,DPY056HBRY,INR
L2723,2025-11-28,190,Uber,F58D72HHB0,INR
L2724,2025-10-28,5017,Reliance Mart,K9OPKFIKZI,INR
L2725,2025-10-27,301,IndiGo,6Y47M9UPSK,INR
L2726,2025-10-15,9993,Spotify,KO3LZIZFXF,INR
L2727,2025-10-29,14995,Google Play,K1LNYF0RSK,INR
L2728,2025-11-23,4994,Swiggy,0F5X4GO79Y,INR
L2729,2025-10-04,2512,Myntra,PTPGC8YWOB,INR
L2730,2025-11-22,207,Google Play,UVX0WBBYV9,INR
L2731,2025-11-09,25003,BookMyShow,EG9MB9ELWM,INR
L2732,2025-11-22,311,Paytm Mall,1980H06TOI,INR
L2733,2025-11-11,2500,Netflix,XAQQ5V49HB,INR
L2734,2025-11-25,182,BookMyShow,6XZH8Y9CZN,INR
L2735,2025-10-15,4984,Amazon India,V19O9LFYMP,INR
L2736,2025-10-24,4986,MakeMyTrip,AAXCJKE2LC,INR
L2737,2025-11-11,25004,Spotify,CSROE6DUOT,INR
L2738,2025-11-26,4991,Myntra,UC2HCLVPZ3,INR
L2739,2025-11-28,519,IRCTC,EDDHSNARJT,INR
L2740,2025-10-12,9980,BigBasket,81LHCD9V9Q,INR
L2741,2025-11-14,1501,Apple Store,C8V495PIBG,INR
L2742,2025-10-11,486,Air India,WJB5MV4GKQ,INR
L2743,2025-10-01,497,Google Play,P9E0TFM8YF,INR
L2744,2025-10-12,1006,Amazon India,WNZCCIWXPZ,INR
L2745,2025-10-16,509,IRCTC,2XUQP3QTQF,INR
L2746,2025-11-13,990,Apple Store,S0KWAFXKQW,INR
L2747,2025-10-20,1501,Uber,MYS9ZZSK0W,INR
L2748,2025-11-27,1514,Amazon India,JEL61OFGJA,INR
L2749,2025-11-04,24996,Swiggy,YEFUQ0RDJ7,INR
L2750,2025-11-21,289,BigBasket,MV94GVFKTF,INR
L2751,2025-11-20,496,Reliance Mart,8F66XKUL5X,INR
L2752,2025-10-23,286,IndiGo,3CEMCDUKO2,INR
L2753,2025-11-23,24988,Ola,MFOW5AO226,INR
L2754,2025-11-10,24992,BigBasket,98KWXH8C2M,INR
L2755,2025-11-05,2485,Google Play,0INONPZKXJ,INR
L2756,2025-11-21,301,Zomato,RZETQIBUIJ,INR
L2757,2025-10-23,15009,Amazon India,NWJNBE9TKF,INR
L2758,2025-11-05,25006,IRCTC,J92495GLMJ,INR
L2759,2025-11-19,2483,Zomato,LDON5FH94J,INR
L2760,2025-10-25,301,BookMyShow,NGMJ3AJNYL,INR
L2761,2025-10-02,198,BookMyShow,OM5VKCTZWR,INR
L2762,2025-11-30,201,Paytm Mall,ZX4FC98MJ5,INR
L2763,2025-10-12,193,Apple Store,9TTA86A3V3,INR
L2764,2025-11-14,300,Amazon India,NTXY6EK12Y,INR
L2765,2025-11-23,981,BigBasket,15RP688KVT,INR
L2766,2025-11-04,292,Amazon India,S8WGEJXPMP,INR
L2767,2025-11-27,785,Myntra,UGGYKKC26O,INR
L2768,2025-10-23,197,IndiGo,X1T4U9IGZZ,INR
L2769,2025-10-20,804,Air India,EA9H1WTUK5,INR
L2770,2025-11-29,202,Paytm Mall,ZRZI7VLAE4,INR
L2771,2025-10-30,4987,Netflix,MSKG2CQ8J7,INR
L2772,2025-10-14,15004,Reliance Mart,G6OO9MBBSS,INR
L2773,2025-10-05,2497,Zomato,Z5V01XDE5V,INR
L2774,2025-10-31,202,Ola,2KYM1CL0T8,INR
L2775,2025-11-12,184,Amazon India,XM6T7NDCCC,INR
L2776,2025-10-12,25014,MakeMyTrip,8NNX3KJJQR,INR
L2777,2025-11-27,196,Zomato,UDK53SEMCC,INR
L2778,2025-11-17,4985,Amazon India,M7J3HE3IC6,INR
L2779,2025-10-06,218,Flipkart,N1MS4GJWSB,INR
L2780,2025-10-23,519,Flipkart,ZIUNH1DBDF,INR
L2781,2025-10-08,14998,Reliance Mart,T4E3DP3ZJV,INR
L2782,2025-10-13,10014,IndiGo,7X3RY1K1M1,INR
L2783,2025-10-15,15002,Zomato,PEA6491WFY,INR
L2784,2025-10-12,502,Amazon India,ZZAIKFEJOD,INR
L2785,2025-10-15,10005,Zomato,4016L3RMGP,INR
L2786,2025-11-12,516,BigBasket,TY6I4S9MT7,INR
L2787,2025-11-10,193,Air India,QT9SSIYD7V,INR
L2788,2025-10-01,2514,Uber,Z3GY3UWMDW,INR
L2789,2025-11-04,10000,Uber,FJS48X00LR,INR
L2790,2025-10-27,9996,Netflix,VZEBH80HTA,INR
L2791,2025-11-12,1487,Uber,T04LMT5CHQ,INR
L2792,2025-11-01,10013,Reliance Mart,WY4H4G6F96,INR
L2793,2025-11-08,509,Air India,VD417VJX67,INR
L2794,2025-11-19,291,Swiggy,QN4UN1NVWN,INR
L2795,2025-10-05,814,Air India,CIR3LB6I88,INR
